Threshold,Discriminatory,Modifier,Pink,Magenta,Violet,Blue,Green,Yellow,PopBust?,Diversifying,Neurtal,Focusing,Equitable,Inequitable,Total,Average
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,76,0,0,FALSE,0,76,0,0,76,76,8
0,30,-1,0,0,0,0,37,0,FALSE,0,0,37,37,0,37,4
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,87,0,FALSE,0,0,87,87,0,87,4
0,30,-1,0,0,0,0,0,55,FALSE,0,0,55,0,55,55,4
0,30,-1,0,0,0,69,0,0,FALSE,0,69,0,0,69,69,8
0,30,-1,0,0,0,0,0,79,TRUE,0,0,79,0,79,79,4
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,109,TRUE,0,0,109,0,109,109,4
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,62,0,0,0,0,FALSE,62,0,0,0,62,62,12
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,-1,0,61,0,0,0,0,FALSE,61,0,0,0,61,61,12
0,30,-1,0,0,0,64,0,0,FALSE,0,64,0,0,64,64,8
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,62,0,36,TRUE,0,62,36,0,98,98,6.530612245
1200,30,-1,0,0,0,0,0,106,TRUE,0,0,106,0,106,106,4
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,50,0,FALSE,0,0,50,50,0,50,4
1200,30,-1,0,0,0,0,0,87,TRUE,0,0,87,0,87,87,4
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,7,0,70,0,0,TRUE,7,70,0,0,77,77,8.363636364
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,101,TRUE,0,0,101,0,101,101,4
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,0,0,0,0,81,TRUE,0,0,81,0,81,81,4
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,-1,0,104,0,0,0,0,TRUE,104,0,0,0,104,104,12
1200,30,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,-1,0,0,0,0,83,0,FALSE,0,0,83,83,0,83,4
0,50,-1,0,0,0,0,63,0,FALSE,0,0,63,63,0,63,4
0,50,-1,0,0,0,0,77,0,FALSE,0,0,77,77,0,77,4
0,50,-1,0,0,0,0,75,0,FALSE,0,0,75,75,0,75,4
0,50,-1,0,0,0,0,64,0,FALSE,0,0,64,64,0,64,4
0,50,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,-1,0,0,0,0,66,0,TRUE,0,0,66,66,0,66,4
0,50,-1,0,0,0,0,89,0,TRUE,0,0,89,89,0,89,4
0,50,-1,0,0,0,0,0,80,TRUE,0,0,80,0,80,80,4
0,50,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,-1,0,0,0,54,0,0,FALSE,0,54,0,0,54,54,8
0,50,-1,0,0,16,0,0,65,FALSE,0,16,65,16,65,81,4.790123457
0,50,-1,0,0,0,0,74,0,FALSE,0,0,74,74,0,74,4
0,50,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,-1,0,0,0,70,0,0,FALSE,0,70,0,0,70,70,8
0,50,-1,0,0,0,0,0,86,TRUE,0,0,86,0,86,86,4
0,50,-1,0,0,0,0,64,0,TRUE,0,0,64,64,0,64,4
0,50,-1,0,0,0,0,59,0,TRUE,0,0,59,59,0,59,4
1200,50,-1,0,0,0,0,82,0,TRUE,0,0,82,82,0,82,4
1200,50,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,-1,0,0,0,0,0,53,FALSE,0,0,53,0,53,53,4
1200,50,-1,0,0,0,100,0,0,TRUE,0,100,0,0,100,100,8
1200,50,-1,0,0,0,0,49,0,FALSE,0,0,49,49,0,49,4
1200,50,-1,57,0,0,23,0,0,TRUE,57,23,0,57,23,80,10.85
1200,50,-1,0,1,62,0,0,0,TRUE,1,62,0,62,1,63,8.063492063
1200,50,-1,0,0,0,0,65,0,TRUE,0,0,65,65,0,65,4
1200,50,-1,0,0,0,0,99,0,TRUE,0,0,99,99,0,99,4
1200,50,-1,0,0,0,0,66,0,FALSE,0,0,66,66,0,66,4
1200,50,-1,7,0,0,0,51,0,TRUE,7,0,51,58,0,58,4.965517241
1200,50,-1,0,0,0,0,93,0,TRUE,0,0,93,93,0,93,4
1200,50,-1,0,0,0,0,72,0,TRUE,0,0,72,72,0,72,4
1200,50,-1,0,0,0,0,0,89,TRUE,0,0,89,0,89,89,4
1200,50,-1,0,0,0,0,81,0,TRUE,0,0,81,81,0,81,4
1200,50,-1,0,0,0,0,83,0,TRUE,0,0,83,83,0,83,4
1200,50,-1,0,0,70,0,0,0,TRUE,0,70,0,70,0,70,8
1200,50,-1,42,0,0,0,53,0,TRUE,42,0,53,95,0,95,7.536842105
1200,50,-1,0,0,0,0,52,0,FALSE,0,0,52,52,0,52,4
1200,50,-1,2,44,0,0,0,0,TRUE,46,0,0,2,44,46,12
0,70,-1,0,0,0,0,0,79,TRUE,0,0,79,0,79,79,4
0,70,-1,0,0,0,0,60,0,FALSE,0,0,60,60,0,60,4
0,70,-1,0,0,0,0,83,0,FALSE,0,0,83,83,0,83,4
0,70,-1,0,55,0,0,0,0,FALSE,55,0,0,0,55,55,12
0,70,-1,0,0,0,0,46,0,TRUE,0,0,46,46,0,46,4
0,70,-1,0,0,0,0,0,79,FALSE,0,0,79,0,79,79,4
0,70,-1,0,0,0,0,74,0,FALSE,0,0,74,74,0,74,4
0,70,-1,0,0,0,0,68,0,TRUE,0,0,68,68,0,68,4
0,70,-1,0,0,29,0,0,0,FALSE,0,29,0,29,0,29,8
0,70,-1,0,0,0,0,60,0,FALSE,0,0,60,60,0,60,4
0,70,-1,0,0,0,0,23,0,FALSE,0,0,23,23,0,23,4
0,70,-1,0,0,0,0,66,0,FALSE,0,0,66,66,0,66,4
0,70,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,-1,0,0,0,54,0,0,TRUE,0,54,0,0,54,54,8
0,70,-1,0,0,0,82,0,0,TRUE,0,82,0,0,82,82,8
0,70,-1,0,0,0,0,0,67,TRUE,0,0,67,0,67,67,4
0,70,-1,0,0,0,0,93,0,TRUE,0,0,93,93,0,93,4
0,70,-1,0,0,0,91,0,0,TRUE,0,91,0,0,91,91,8
0,70,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,-1,0,0,0,0,75,0,FALSE,0,0,75,75,0,75,4
1200,70,-1,0,0,0,0,62,0,FALSE,0,0,62,62,0,62,4
1200,70,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,-1,0,0,0,0,0,77,TRUE,0,0,77,0,77,77,4
1200,70,-1,59,0,0,0,0,0,TRUE,59,0,0,59,0,59,12
1200,70,-1,0,0,0,0,61,0,TRUE,0,0,61,61,0,61,4
1200,70,-1,28,0,0,0,0,0,FALSE,28,0,0,28,0,28,12
1200,70,-1,0,0,40,0,0,0,FALSE,0,40,0,40,0,40,8
1200,70,-1,0,0,0,0,54,0,FALSE,0,0,54,54,0,54,4
1200,70,-1,23,0,0,0,0,0,FALSE,23,0,0,23,0,23,12
1200,70,-1,0,0,4,0,0,69,TRUE,0,4,69,4,69,73,4.219178082
1200,70,-1,0,0,7,0,0,30,FALSE,0,7,30,7,30,37,4.756756757
1200,70,-1,0,76,0,0,0,0,TRUE,76,0,0,0,76,76,12
1200,70,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,-1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,-1,18,0,0,0,0,58,FALSE,18,0,58,18,58,76,5.894736842
1200,70,-1,0,0,0,0,0,79,TRUE,0,0,79,0,79,79,4
1200,70,-1,0,0,0,0,62,0,TRUE,0,0,62,62,0,62,4
1200,70,-1,0,0,63,0,36,0,TRUE,0,63,36,99,0,99,6.545454545
1200,70,-1,0,0,16,0,0,8,FALSE,0,16,8,16,8,24,6.666666667
0,30,0,0,0,46,0,0,0,FALSE,0,46,0,46,0,46,8
0,30,0,0,0,38,0,0,0,FALSE,0,38,0,38,0,38,8
0,30,0,0,0,50,0,0,0,FALSE,0,50,0,50,0,50,8
0,30,0,0,0,40,0,0,0,FALSE,0,40,0,40,0,40,8
0,30,0,0,0,42,0,0,0,FALSE,0,42,0,42,0,42,8
0,30,0,0,0,51,0,0,0,FALSE,0,51,0,51,0,51,8
0,30,0,0,0,26,0,12,0,FALSE,0,26,12,38,0,38,6.736842105
0,30,0,0,0,45,0,0,0,FALSE,0,45,0,45,0,45,8
0,30,0,0,0,46,0,0,0,FALSE,0,46,0,46,0,46,8
0,30,0,14,0,0,0,19,0,FALSE,14,0,19,33,0,33,7.393939394
0,30,0,0,0,28,0,9,0,FALSE,0,28,9,37,0,37,7.027027027
0,30,0,0,0,28,0,14,0,FALSE,0,28,14,42,0,42,6.666666667
0,30,0,0,0,41,0,0,0,FALSE,0,41,0,41,0,41,8
0,30,0,24,0,0,0,24,0,FALSE,24,0,24,48,0,48,8
0,30,0,21,0,0,0,18,0,FALSE,21,0,18,39,0,39,8.307692308
0,30,0,24,0,0,0,24,0,FALSE,24,0,24,48,0,48,8
0,30,0,22,0,0,0,17,0,FALSE,22,0,17,39,0,39,8.512820513
0,30,0,0,0,49,0,0,0,FALSE,0,49,0,49,0,49,8
0,30,0,31,0,0,0,13,0,FALSE,31,0,13,44,0,44,9.636363636
0,30,0,26,0,0,0,24,0,FALSE,26,0,24,50,0,50,8.16
1200,30,0,0,0,49,0,0,0,FALSE,0,49,0,49,0,49,8
1200,30,0,35,0,0,0,20,0,FALSE,35,0,20,55,0,55,9.090909091
1200,30,0,0,0,45,0,0,0,FALSE,0,45,0,45,0,45,8
1200,30,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,0,0,0,63,0,0,0,FALSE,0,63,0,63,0,63,8
1200,30,0,0,0,55,0,0,0,FALSE,0,55,0,55,0,55,8
1200,30,0,0,0,49,0,0,0,FALSE,0,49,0,49,0,49,8
1200,30,0,0,0,44,0,2,0,FALSE,0,44,2,46,0,46,7.826086957
1200,30,0,22,0,0,0,11,0,FALSE,22,0,11,33,0,33,9.333333333
1200,30,0,0,0,52,0,0,0,FALSE,0,52,0,52,0,52,8
1200,30,0,0,0,56,0,0,0,FALSE,0,56,0,56,0,56,8
1200,30,0,0,0,52,0,0,0,FALSE,0,52,0,52,0,52,8
1200,30,0,0,0,50,0,0,0,FALSE,0,50,0,50,0,50,8
1200,30,0,0,0,46,0,0,0,FALSE,0,46,0,46,0,46,8
1200,30,0,0,0,50,0,0,0,FALSE,0,50,0,50,0,50,8
1200,30,0,0,0,57,0,0,0,FALSE,0,57,0,57,0,57,8
1200,30,0,0,0,51,0,0,0,FALSE,0,51,0,51,0,51,8
1200,30,0,36,0,0,0,25,0,FALSE,36,0,25,61,0,61,8.721311475
1200,30,0,32,0,0,0,20,0,FALSE,32,0,20,52,0,52,8.923076923
1200,30,0,0,0,52,0,0,0,FALSE,0,52,0,52,0,52,8
0,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,0,0,0,23,0,0,0,FALSE,0,23,0,23,0,23,8
0,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,0,0,0,28,0,0,0,FALSE,0,28,0,28,0,28,8
0,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,0,0,0,20,0,0,0,FALSE,0,20,0,20,0,20,8
0,50,0,0,0,10,0,0,0,FALSE,0,10,0,10,0,10,8
0,50,0,0,0,33,0,0,0,FALSE,0,33,0,33,0,33,8
0,50,0,0,0,20,0,0,0,FALSE,0,20,0,20,0,20,8
0,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,0,0,0,31,0,0,0,FALSE,0,31,0,31,0,31,8
0,50,0,0,0,24,0,0,0,FALSE,0,24,0,24,0,24,8
0,50,0,0,0,29,0,0,0,FALSE,0,29,0,29,0,29,8
0,50,0,23,0,0,0,0,0,FALSE,23,0,0,23,0,23,12
0,50,0,0,0,33,0,0,0,FALSE,0,33,0,33,0,33,8
0,50,0,25,0,0,0,0,0,FALSE,25,0,0,25,0,25,12
0,50,0,20,0,0,0,0,0,FALSE,20,0,0,20,0,20,12
0,50,0,0,0,27,0,0,0,FALSE,0,27,0,27,0,27,8
0,50,0,26,0,0,0,0,0,FALSE,26,0,0,26,0,26,12
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,29,0,0,0,0,0,FALSE,29,0,0,29,0,29,12
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,30,0,0,0,0,0,FALSE,30,0,0,30,0,30,12
1200,50,0,26,0,0,0,0,0,FALSE,26,0,0,26,0,26,12
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,18,0,12,0,FALSE,0,18,12,30,0,30,6.4
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,14,0,0,0,0,0,FALSE,14,0,0,14,0,14,12
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,33,0,0,0,FALSE,0,33,0,33,0,33,8
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,13,0,0,0,FALSE,0,13,0,13,0,13,8
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,14,0,0,0,FALSE,0,14,0,14,0,14,8
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,0,20,0,0,0,0,0,FALSE,20,0,0,20,0,20,12
0,30,1,0,0,68,0,0,0,FALSE,0,68,0,68,0,68,8
0,30,1,0,0,39,0,0,0,FALSE,0,39,0,39,0,39,8
0,30,1,0,0,46,0,0,0,FALSE,0,46,0,46,0,46,8
0,30,1,23,0,0,0,19,0,FALSE,23,0,19,42,0,42,8.380952381
0,30,1,0,0,36,0,0,0,FALSE,0,36,0,36,0,36,8
0,30,1,0,0,45,0,0,0,FALSE,0,45,0,45,0,45,8
0,30,1,0,0,57,0,0,0,FALSE,0,57,0,57,0,57,8
0,30,1,31,0,0,0,19,0,FALSE,31,0,19,50,0,50,8.96
0,30,1,0,0,43,0,0,0,FALSE,0,43,0,43,0,43,8
0,30,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,30,1,0,0,58,0,0,0,FALSE,0,58,0,58,0,58,8
0,30,1,0,0,37,0,0,0,FALSE,0,37,0,37,0,37,8
0,30,1,0,0,30,0,20,0,FALSE,0,30,20,50,0,50,6.4
0,30,1,0,0,41,0,0,0,FALSE,0,41,0,41,0,41,8
0,30,1,0,0,53,0,0,0,FALSE,0,53,0,53,0,53,8
0,30,1,0,0,43,0,3,0,FALSE,0,43,3,46,0,46,7.739130435
0,30,1,44,0,0,0,6,0,FALSE,44,0,6,50,0,50,11.04
0,30,1,0,0,48,0,0,0,FALSE,0,48,0,48,0,48,8
0,30,1,0,0,32,0,14,0,FALSE,0,32,14,46,0,46,6.782608696
0,30,1,0,0,48,0,0,0,FALSE,0,48,0,48,0,48,8
1200,30,1,13,0,0,0,37,0,FALSE,13,0,37,50,0,50,6.08
1200,30,1,0,0,46,0,0,0,FALSE,0,46,0,46,0,46,8
1200,30,1,0,0,57,0,0,0,FALSE,0,57,0,57,0,57,8
1200,30,1,0,0,43,0,0,0,FALSE,0,43,0,43,0,43,8
1200,30,1,0,0,48,0,0,0,FALSE,0,48,0,48,0,48,8
1200,30,1,0,0,43,0,0,0,FALSE,0,43,0,43,0,43,8
1200,30,1,0,0,59,0,0,0,FALSE,0,59,0,59,0,59,8
1200,30,1,0,0,53,0,0,0,FALSE,0,53,0,53,0,53,8
1200,30,1,0,0,53,0,0,0,FALSE,0,53,0,53,0,53,8
1200,30,1,0,0,51,0,0,0,FALSE,0,51,0,51,0,51,8
1200,30,1,23,0,0,0,29,0,FALSE,23,0,29,52,0,52,7.538461538
1200,30,1,14,0,0,0,28,0,FALSE,14,0,28,42,0,42,6.666666667
1200,30,1,0,0,58,0,0,0,FALSE,0,58,0,58,0,58,8
1200,30,1,17,0,0,0,28,0,FALSE,17,0,28,45,0,45,7.022222222
1200,30,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,30,1,0,0,61,0,0,0,FALSE,0,61,0,61,0,61,8
1200,30,1,0,0,56,0,0,0,FALSE,0,56,0,56,0,56,8
1200,30,1,0,0,48,0,0,0,FALSE,0,48,0,48,0,48,8
1200,30,1,27,0,0,0,26,0,FALSE,27,0,26,53,0,53,8.075471698
1200,30,1,0,0,56,0,0,0,FALSE,0,56,0,56,0,56,8
0,50,1,34,0,0,0,0,0,FALSE,34,0,0,34,0,34,12
0,50,1,32,0,0,0,0,0,FALSE,32,0,0,32,0,32,12
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,28,0,0,0,FALSE,0,28,0,28,0,28,8
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,50,1,0,0,30,0,0,0,FALSE,0,30,0,30,0,30,8
0,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,30,0,0,0,FALSE,0,30,0,30,0,30,8
1200,50,1,27,0,0,0,0,0,FALSE,27,0,0,27,0,27,12
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,32,0,0,0,FALSE,0,32,0,32,0,32,8
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,20,0,0,0,FALSE,0,20,0,20,0,20,8
1200,50,1,0,0,28,0,0,0,FALSE,0,28,0,28,0,28,8
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,50,1,0,0,23,0,4,0,FALSE,0,23,4,27,0,27,7.407407407
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
0,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,18,0,0,0,FALSE,0,18,0,18,0,18,8
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
1200,70,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA
