SocialInheritance1,SocialInheritance2,GroupSize,Foraging,Predation,Threshold,Discriminatory,Prob,Pink,Magenta,Violet,Blue,Green,Yellow,PopBust?,Rate,Stability,Diversifying,Neurtal,Focusing,Equitable,Inequitable,Total,Average,Test
FALSE,FALSE,6,0.93,0.0003,0,30,9.00E-04,0,0,0,0,0,0,FALSE,0.008459879,0.946469983,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,9.00E-04,0,0,0,0,0,0,FALSE,0.00536077,0.969128822,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,9.00E-04,0,0,0,0,0,0,FALSE,0.014594584,0.919950925,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,9.00E-04,0,0,0,0,0,0,FALSE,0.01052096,0.959157179,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,9.00E-04,0,0,0,0,0,0,FALSE,0.003480939,0.844453834,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.002181999,0.852521901,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,30,0,0,FALSE,0.01320927,0.984372116,0,30,0,0,30,30,8,5
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.017133121,0.932884232,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.014264776,0.958991263,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.003856602,0.942654096,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.02971443,0.943924153,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.00190824,0.922252943,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.001,0,0,0,0,0,0,FALSE,0.002199219,0.937328314,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.022919357,0.943674604,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.006059558,0.93941382,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.005341734,0.957120085,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.018396288,0.97133841,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.010604831,0.888606394,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.00942699,0.941249432,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,0,FALSE,0.002659359,0.875512512,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0011,0,0,0,0,0,44,FALSE,0.012197512,0.981439812,0,0,44,0,44,44,4,6
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.034741513,0.948688102,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.02737441,0.963688971,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.025013975,0.95048137,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.016090127,0.924189577,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.011309146,0.917042304,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.011864023,0.943986809,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.012745756,0.961884104,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0012,0,0,0,0,0,0,FALSE,0.003221612,0.917972432,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,0,0,0,FALSE,0.025106409,0.955367647,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,0,0,0,FALSE,0.02107442,0.920479474,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,0,0,0,FALSE,0.002636825,0.885918511,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,0,0,0,FALSE,0.004654231,0.878931765,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,40,0,0,FALSE,0.013915915,0.980347214,0,40,0,0,40,40,8,5
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,0,0,0,FALSE,0.009786134,0.924394363,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,0,0,0,0,0,FALSE,0.003015663,0.958297325,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0013,0,50,0,0,0,0,FALSE,0.021537486,0.979288745,50,0,0,0,50,50,12,4
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.040585276,0.942074195,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.048113999,0.936760156,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.016662286,0.961338195,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.012915307,0.962465155,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.003154884,0.976491672,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.026380069,0.948228798,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.022568135,0.917049839,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0014,0,0,0,0,0,0,FALSE,0.007251617,0.957716116,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.024379614,0.960705098,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.013989429,0.961215263,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.01096554,0.949145034,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.012739436,0.967055602,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.006684437,0.949289791,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.045113048,0.945257079,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.001875927,0.876806152,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0015,0,0,0,0,0,0,FALSE,0.019745858,0.965121104,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.002970526,0.943954766,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.01764153,0.968844064,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.000697,0.923319204,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.015025514,0.958068853,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.016035791,0.929998117,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.01880013,0.936620955,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.00573794,0.961975233,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0016,0,0,0,0,0,0,FALSE,0.003009175,0.793923671,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.002670622,0.83850885,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.04095339,0.941221089,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.002943385,0.90016293,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.01842262,0.958156715,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.006489235,0.973269512,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.003916708,0.808655782,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.021593159,0.959831203,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0017,0,0,0,0,0,0,FALSE,0.037603887,0.935574286,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.023043217,0.925646773,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.022008699,0.963249481,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.037159204,0.922029725,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.00812796,0.955735092,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.025678005,0.941511648,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.006122139,0.948975741,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.009761987,0.975747958,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0018,0,0,0,0,0,0,FALSE,0.037555002,0.957536702,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.0093385,0.954544595,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.019991577,0.961615464,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.004472092,0.870707648,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.034618775,0.928048788,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.006023298,0.939028793,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.011993799,0.961133501,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.016812935,0.952773765,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0019,0,0,0,0,0,0,FALSE,0.021242164,0.927813953,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.003672724,0.9692766,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.011985671,0.912256095,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.009574617,0.953917302,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.010198865,0.962548324,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.045112302,0.935170852,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.023083338,0.961216601,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.014503292,0.939822112,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.002,0,0,0,0,0,0,FALSE,0.01525286,0.959351047,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.013977115,0.956136707,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.029044665,0.944517256,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.032555129,0.894989211,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.007382403,0.895353084,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.051198549,0.922949651,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.055596922,0.941658406,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.011284551,0.974319426,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0021,0,0,0,0,0,0,FALSE,0.005514647,0.980082775,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.024911834,0.951558543,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,26,FALSE,0.01918693,0.976132791,0,0,26,0,26,26,4,6
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.029191974,0.943617356,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.014540146,0.964858583,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.036300924,0.928463752,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.021940959,0.888190435,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.037158312,0.949927179,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0022,0,0,0,0,0,0,FALSE,0.020779476,0.955877205,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,0,0,FALSE,0.031292667,0.942884391,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,0,0,FALSE,0.020575594,0.96738416,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,36,0,FALSE,0.015751719,0.979221445,0,0,36,36,0,36,4,3
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,0,0,FALSE,0.0175738,0.968853829,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,0,0,FALSE,0.008328221,0.967512915,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,0,0,FALSE,0.008667309,0.913523192,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,4,0,0,0,FALSE,0.026883409,0.968864105,0,4,0,4,0,4,8,2
FALSE,FALSE,6,0.93,0.0003,0,30,0.0023,0,0,0,0,0,0,FALSE,0.010606388,0.934033849,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.003469172,0.904133556,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.056122894,0.940396999,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.025404291,0.969199077,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.005902818,0.971114866,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.011539244,0.903711926,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.009148261,0.951074567,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.010788122,0.948930056,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0024,0,0,0,0,0,0,FALSE,0.013548545,0.916818257,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.011842558,0.901200859,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.00910425,0.930454531,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.028256979,0.95913712,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.031270406,0.960268357,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.010020346,0.885235659,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.009844033,0.974611787,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.043146399,0.930820161,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0025,0,0,0,0,0,0,FALSE,0.008447787,0.946104659,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,0,0,0,0,0,0,FALSE,0.011532761,0.970007299,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,0,0,0,0,0,0,FALSE,0.054975388,0.924383761,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,24,0,0,0,0,0,FALSE,0.061063451,0.943023171,24,0,0,24,0,24,12,1
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,0,0,0,0,0,0,FALSE,0.029548705,0.944784234,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,0,0,0,0,0,0,FALSE,0.003503839,0.923838102,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,0,0,0,0,0,0,FALSE,0.005280321,0.932485673,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,39,0,0,0,0,0,FALSE,0.042927434,0.948972007,39,0,0,39,0,39,12,1
FALSE,FALSE,6,0.93,0.0003,0,30,0.0026,0,0,0,0,0,0,FALSE,0.014720115,0.916200157,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.008268454,0.95480833,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.018519635,0.928049889,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.028080284,0.951717878,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,32,0,0,0,0,0,FALSE,0.031915931,0.963924594,32,0,0,32,0,32,12,1
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.021182918,0.943672896,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.010160796,0.872799314,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.026632508,0.930726056,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0027,0,0,0,0,0,0,FALSE,0.027347212,0.964822349,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.020999177,0.931072538,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.002531716,0.863749491,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.006065075,0.955906604,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.039799115,0.919853798,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.021319353,0.965896292,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.029996042,0.942916399,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.043253583,0.957568773,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0028,0,0,0,0,0,0,FALSE,0.003650749,0.874667611,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.021508196,0.94390404,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.033189724,0.957872599,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,26,0,0,0,0,FALSE,0.020547167,0.976545563,26,0,0,0,26,26,12,4
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.027072747,0.942878277,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.006052515,0.852898476,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.013291846,0.922983582,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.047713409,0.929361694,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0029,0,0,0,0,0,0,FALSE,0.007066656,0.930311063,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.005567841,0.942565196,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.040472564,0.922503483,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.007997101,0.902492797,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.005298971,0.900754242,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.030510121,0.957633933,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,59,0,0,0,0,0,FALSE,0.054195516,0.939670777,59,0,0,59,0,59,12,1
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.039961194,0.959244647,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.003,0,0,0,0,0,0,FALSE,0.019562758,0.952570534,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,0,0,0,0,FALSE,0.018640773,0.971536098,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,0,0,0,0,FALSE,0.042774604,0.939064906,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,0,0,0,0,FALSE,0.030804563,0.928344835,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,0,0,0,0,FALSE,0.030701223,0.940616563,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,22,0,0,0,FALSE,0.05734093,0.934182655,0,22,0,22,0,22,8,2
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,0,0,0,0,FALSE,0.047383887,0.937378767,0,0,0,0,0,0,NA,NA
FALSE,FALSE,6,0.93,0.0003,0,30,0.0031,0,0,0,0,0,0,FALSE,0.035734153,0.953395126,0,0,0,0,0,0,NA,NA
