Predation Risk,Foraging Success,Threshold,Discriminatory,Modifier,Purple,Blue,Orange,Red,Pop Bust,purple pop max,blue pop max,orange pop max,red pop max,Diversifying,Focusing,Equitable,Inequitable,Total
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,19,18,9,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,10,11,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,8,11,15,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,96,2,10,TRUE,7,127,91,72,96,12,2,106,108
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,17,10,11,18,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,15,12,17,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,12,39,25,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,10,11,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,13,17,15,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,15,10,16,10,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,12,14,15,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,12,27,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,10,10,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,6,10,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,12,12,16,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,11,12,10,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,15,11,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,13,11,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,12,50,17,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,10,11,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,10,10,42,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,13,10,8,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,9,26,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,17,43,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,22,12,24,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,11,9,10,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,13,13,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,18,16,8,46,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,12,23,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,11,9,17,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,9,9,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,11,12,9,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,12,13,18,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,8,10,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,11,12,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,13,18,10,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,10,9,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,133,TRUE,10,10,13,158,0,133,0,133,133
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,11,32,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,20,13,18,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,11,8,15,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,12,8,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,9,8,10,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,9,11,32,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,15,8,11,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,11,9,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,15,11,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,24,8,13,21,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,17,11,11,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,10,8,16,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,9,8,49,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,7,17,19,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,11,10,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,8,10,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,129,TRUE,16,18,15,157,0,129,0,129,129
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,12,12,8,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,8,13,9,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,9,21,16,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,19,10,15,27,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,8,10,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,7,9,14,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,140,0,TRUE,18,10,157,64,0,140,140,0,140
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,10,11,27,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,10,9,16,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,10,8,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,10,9,30,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,11,15,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,137,TRUE,13,10,13,157,0,137,0,137,137
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,13,11,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,12,12,16,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,15,12,9,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,15,25,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,11,12,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,19,14,41,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,150,TRUE,11,13,13,157,0,150,0,150,150
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,13,14,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,12,9,15,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,15,20,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,11,19,19,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,9,6,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,132,0,TRUE,12,11,155,52,0,132,132,0,132
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,9,11,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,10,18,20,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,143,TRUE,99,20,17,154,0,143,0,143,143
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,13,22,10,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,49,74,TRUE,21,13,91,132,0,123,49,74,123
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,8,10,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,25,16,13,19,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,142,TRUE,9,12,12,159,0,142,0,142,142
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,10,11,27,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,19,10,9,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,10,12,18,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,12,9,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,18,24,9,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,13,13,11,17,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,11,10,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,9,13,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,138,0,TRUE,11,8,155,96,0,138,138,0,138
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,10,10,29,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,18,14,27,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,9,8,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,18,11,19,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,11,10,20,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,15,10,10,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,32,0,0,110,TRUE,109,10,34,150,32,110,32,110,142
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,16,20,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,140,TRUE,17,14,13,154,0,140,0,140,140
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,17,10,11,24,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,14,20,19,18,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,9,11,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,8,14,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,10,9,23,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,7,8,12,19,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,9,12,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,29,12,10,29,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,133,0,TRUE,15,10,157,12,0,133,133,0,133
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,15,12,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,87,0,42,0,TRUE,112,13,123,52,87,42,129,0,129
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,10,10,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,12,11,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,8,11,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,9,15,9,11,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,13,16,13,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,7,9,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,TRUE,136,11,17,133,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,8,13,12,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,15,14,38,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,9,12,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,11,10,19,14,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,10,12,14,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,24,14,17,12,0,0,0,0,0
0.00017,0.87,1000,33,-1,0,0,0,0,FALSE,12,7,10,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,8,15,26,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,12,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,140,0,TRUE,31,15,158,16,0,140,140,0,140
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,12,24,21,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,11,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,13,19,15,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,TRUE,134,12,50,111,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,10,11,28,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,12,22,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,12,7,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,8,10,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,10,12,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,13,14,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,9,6,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,13,10,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,7,12,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,14,18,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,56,72,TRUE,10,10,111,115,0,128,56,72,128
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,8,10,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,17,10,12,49,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,14,12,20,0,0,0,0,0
0.00017,0.87,1,33,-1,0,39,93,0,TRUE,15,121,141,56,39,93,93,39,132
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,10,10,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,13,10,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,127,TRUE,10,12,11,159,0,127,0,127,127
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,8,9,12,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,15,11,21,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,11,30,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,133,0,TRUE,9,10,158,14,0,133,133,0,133
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,12,14,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,13,12,17,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,9,18,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,9,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,14,16,15,65,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,11,19,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,TRUE,139,10,22,101,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,14,12,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,15,12,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,11,10,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,7,10,14,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,12,10,45,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,7,7,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,11,10,15,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,19,10,15,34,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,12,13,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,19,11,10,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,126,0,TRUE,10,11,157,55,0,126,126,0,126
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,22,7,14,27,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,10,9,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,12,11,17,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,8,13,17,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,16,13,11,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,10,10,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,10,9,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,18,12,28,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,14,16,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,72,72,0,TRUE,18,134,136,12,72,72,72,72,144
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,32,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,18,19,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,16,28,13,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,12,16,22,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,133,0,TRUE,10,16,157,26,0,133,133,0,133
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,16,19,15,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,8,12,10,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,10,13,15,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,12,9,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,140,TRUE,7,9,14,159,0,140,0,140,140
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,14,17,18,25,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,141,0,TRUE,11,10,158,13,0,141,141,0,141
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,11,10,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,11,22,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,17,11,11,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,16,15,21,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,15,8,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,14,12,10,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,13,14,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,12,18,20,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,9,9,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,11,11,15,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,15,8,24,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,8,15,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,8,26,27,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,12,12,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,23,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,8,13,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,10,9,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,12,12,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,19,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,10,11,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,10,13,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,11,11,20,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,20,16,13,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,11,10,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,137,0,TRUE,11,10,155,70,0,137,137,0,137
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,10,17,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,9,10,40,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,11,12,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,11,9,18,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,13,12,11,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,19,13,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,129,TRUE,12,13,8,159,0,129,0,129,129
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,12,12,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,12,21,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,14,11,16,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,9,11,17,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,11,10,20,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,7,10,12,15,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,11,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,13,6,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,137,TRUE,19,22,23,157,0,137,0,137,137
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,10,24,20,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,137,0,TRUE,8,10,156,12,0,137,137,0,137
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,9,10,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,140,TRUE,11,11,31,157,0,140,0,140,140
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,12,19,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,12,22,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,24,111,TRUE,10,9,59,144,0,135,24,111,135
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,12,8,28,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,18,18,15,17,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,8,11,14,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,18,12,8,29,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,11,20,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,12,21,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,19,10,17,17,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,18,13,21,25,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,10,10,10,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,13,8,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,7,8,25,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,8,14,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,140,0,TRUE,8,12,156,23,0,140,140,0,140
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,9,8,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,17,13,15,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,144,TRUE,9,10,11,160,0,144,0,144,144
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,11,9,9,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,75,62,TRUE,17,14,118,88,0,137,75,62,137
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,10,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,14,11,15,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,11,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,16,12,14,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,10,47,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,14,10,54,16,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,10,11,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,23,10,28,22,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,11,11,13,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,26,10,25,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,11,7,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,9,17,32,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,8,13,24,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,13,8,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,19,13,38,24,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,14,8,14,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,10,25,26,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,15,10,22,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,142,TRUE,10,7,9,160,0,142,0,142,142
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,12,13,11,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,11,11,11,11,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,137,TRUE,12,10,13,160,0,137,0,137,137
0.00017,0.87,1,33,-1,0,0,124,0,TRUE,13,12,158,14,0,124,124,0,124
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,10,9,8,12,0,0,0,0,0
0.00017,0.87,1,33,-1,0,0,0,0,FALSE,9,13,18,15,0,0,0,0,0
