day,Diversifying3,Focusing1,Diversifying2,Focusing2,Diversifying1,Focusing3,total
21736,10,0,14,0,19,0,43
21737,10,0,14,0,19,0,43
21738,10,0,14,0,19,0,43
21739,10,0,14,0,19,0,43
21740,10,0,14,0,19,0,43
21741,10,0,14,0,19,0,43
21742,10,0,14,0,19,0,43
21743,10,0,14,0,19,0,43
21744,10,0,14,0,19,0,43
21745,10,0,14,0,19,0,43
21746,10,0,14,0,19,0,43
21747,10,0,14,0,19,0,43
21748,10,0,14,0,19,0,43
21749,10,0,14,0,19,0,43
21750,10,0,14,0,19,0,43
21751,10,0,14,0,19,0,43
21752,10,0,14,0,19,0,43
21753,10,0,14,0,19,0,43
21754,10,0,14,0,19,0,43
21755,10,0,14,0,19,0,43
21756,12,0,14,0,19,0,45
21757,12,0,14,0,19,0,45
21758,12,0,14,0,19,0,45
21759,12,0,14,0,19,0,45
21760,12,0,14,0,19,0,45
21761,12,0,14,0,19,0,45
21762,11,0,14,0,19,0,44
21763,11,0,14,0,19,0,44
21764,11,0,14,0,19,0,44
21765,11,0,14,0,18,0,43
21766,11,0,14,0,18,0,43
21767,11,0,14,0,18,0,43
21768,11,0,14,0,18,0,43
21769,11,0,14,0,18,0,43
21770,11,0,14,0,18,0,43
21771,11,0,14,0,18,0,43
21772,11,0,14,0,18,0,43
21773,11,0,14,0,18,0,43
21774,11,0,14,0,18,0,43
21775,11,0,14,0,18,0,43
21776,11,0,14,0,18,0,43
21777,11,0,14,0,18,0,43
21778,11,0,14,0,20,0,45
21779,11,0,14,0,20,0,45
21780,11,0,14,0,20,0,45
21781,11,0,14,0,20,0,45
21782,11,0,16,0,20,0,47
21783,11,0,16,0,20,0,47
21784,11,0,16,0,20,0,47
21785,11,0,16,0,20,0,47
21786,11,0,16,0,20,0,47
21787,11,0,16,0,20,0,47
21788,11,0,16,0,20,0,47
21789,11,0,16,0,20,0,47
21790,11,0,16,0,20,0,47
21791,11,0,16,0,20,0,47
21792,11,0,16,0,20,0,47
21793,11,0,16,0,20,0,47
21794,11,0,16,0,20,0,47
21795,11,0,16,0,20,0,47
21796,11,0,16,0,19,0,46
21797,11,0,15,0,19,0,45
21798,11,0,15,0,19,0,45
21799,11,0,15,0,19,0,45
21800,11,0,15,0,19,0,45
21801,11,0,15,0,19,0,45
21802,11,0,15,0,19,0,45
21803,11,0,15,0,19,0,45
21804,11,0,15,0,19,0,45
21805,11,0,15,0,19,0,45
21806,11,0,15,0,19,0,45
21807,11,0,15,0,19,0,45
21808,11,0,15,0,19,0,45
21809,10,0,15,0,19,0,44
21810,10,0,15,0,19,0,44
21811,10,0,15,0,19,0,44
21812,10,0,15,0,19,0,44
21813,10,0,15,0,19,0,44
21814,10,0,15,0,19,0,44
21815,10,0,15,0,19,0,44
21816,10,0,15,0,19,0,44
21817,10,0,15,0,19,0,44
21818,10,0,15,0,19,0,44
21819,10,0,15,0,19,0,44
21820,10,0,15,0,19,0,44
21821,10,0,15,0,19,0,44
21822,10,0,15,0,19,0,44
21823,10,0,15,0,19,0,44
21824,10,0,15,0,19,0,44
21825,10,0,15,0,19,0,44
21826,10,0,15,0,19,0,44
21827,10,0,15,0,19,0,44
21828,10,0,15,0,19,0,44
21829,10,0,15,0,19,0,44
21830,10,0,15,0,19,0,44
21831,10,0,15,0,19,0,44
21832,10,0,15,0,19,0,44
21833,10,0,15,0,19,0,44
21834,10,0,15,0,19,0,44
21835,10,0,15,0,19,0,44
21836,10,0,15,0,19,0,44
21837,10,0,15,0,19,0,44
21838,10,0,15,0,18,0,43
21839,10,0,15,0,18,0,43
21840,10,0,15,0,18,0,43
21841,10,0,14,0,18,0,42
21842,10,0,14,0,18,0,42
21843,10,0,14,0,18,0,42
21844,10,0,14,0,23,0,47
21845,10,0,14,0,23,0,47
21846,10,0,14,0,23,0,47
21847,10,0,14,0,23,0,47
21848,10,0,17,0,23,0,50
21849,10,0,17,0,23,0,50
21850,10,0,17,0,23,0,50
21851,10,0,17,0,23,0,50
21852,10,0,17,0,23,0,50
21853,10,0,17,0,23,0,50
21854,10,0,17,0,21,0,48
21855,10,0,17,0,21,0,48
21856,10,0,17,0,21,0,48
21857,10,0,17,0,21,0,48
21858,10,0,17,0,21,0,48
21859,10,0,17,0,21,0,48
21860,10,0,17,0,21,0,48
21861,10,0,17,0,21,0,48
21862,10,0,17,0,21,0,48
21863,10,0,17,0,21,0,48
21864,10,0,17,0,21,0,48
21865,10,0,17,0,20,0,47
21866,10,0,17,0,20,0,47
21867,10,0,17,0,20,0,47
21868,10,0,17,0,20,0,47
21869,10,0,17,0,20,0,47
21870,10,0,17,0,20,0,47
21871,10,0,17,0,20,0,47
21872,10,0,17,0,20,0,47
21873,10,0,17,0,20,0,47
21874,10,0,17,0,20,0,47
21875,10,0,17,0,20,0,47
21876,10,0,17,0,20,0,47
21877,10,0,17,0,20,0,47
21878,10,0,17,0,20,0,47
21879,10,0,17,0,20,0,47
21880,10,0,17,0,20,0,47
21881,10,0,17,0,20,0,47
21882,10,0,17,0,20,0,47
21883,10,0,17,0,20,0,47
21884,10,0,17,0,20,0,47
21885,10,0,17,0,20,0,47
21886,10,0,17,0,20,0,47
21887,10,0,17,0,20,0,47
21888,10,0,17,0,20,0,47
21889,10,0,17,0,20,0,47
21890,10,0,17,0,20,0,47
21891,10,0,16,0,20,0,46
21892,10,0,16,0,20,0,46
21893,10,0,16,0,20,0,46
21894,10,0,16,0,20,0,46
21895,10,0,16,0,20,0,46
21896,10,0,16,0,20,0,46
21897,10,0,16,0,20,0,46
21898,10,0,16,0,20,0,46
21899,10,0,16,0,20,0,46
21900,10,0,16,0,20,0,46
21901,10,0,16,0,20,0,46
21902,10,0,16,0,20,0,46
21903,10,0,16,0,20,0,46
21904,10,0,16,0,20,0,46
21905,10,0,16,0,20,0,46
21906,10,0,16,0,20,0,46
21907,10,0,16,0,20,0,46
21908,10,0,16,0,20,0,46
21909,10,0,16,0,20,0,46
21910,10,0,16,0,23,0,49
21911,10,0,16,0,23,0,49
21912,10,0,16,0,23,0,49
21913,10,0,16,0,23,0,49
21914,9,0,21,0,23,0,53
21915,9,0,21,0,22,0,52
21916,9,0,21,0,22,0,52
21917,9,0,21,0,22,0,52
21918,9,0,21,0,22,0,52
21919,9,0,21,0,22,0,52
21920,9,0,21,0,22,0,52
21921,9,0,21,0,22,0,52
21922,9,0,21,0,22,0,52
21923,9,0,21,0,21,0,51
21924,9,0,21,0,21,0,51
21925,9,0,21,0,20,0,50
21926,9,0,21,0,20,0,50
21927,9,0,21,0,20,0,50
21928,9,0,21,0,20,0,50
21929,9,0,21,0,20,0,50
21930,9,0,21,0,20,0,50
21931,9,0,21,0,20,0,50
21932,9,0,21,0,20,0,50
21933,9,0,21,0,20,0,50
21934,9,0,21,0,20,0,50
21935,9,0,21,0,20,0,50
21936,9,0,21,0,20,0,50
21937,9,0,21,0,20,0,50
21938,9,0,21,0,20,0,50
21939,9,0,20,0,20,0,49
21940,9,0,20,0,20,0,49
21941,9,0,20,0,20,0,49
21942,9,0,20,0,20,0,49
21943,9,0,20,0,20,0,49
21944,9,0,20,0,20,0,49
21945,9,0,20,0,20,0,49
21946,9,0,20,0,20,0,49
21947,9,0,19,0,20,0,48
21948,9,0,19,0,20,0,48
21949,9,0,19,0,20,0,48
21950,9,0,19,0,20,0,48
21951,9,0,19,0,20,0,48
21952,9,0,19,0,20,0,48
21953,9,0,19,0,20,0,48
21954,9,0,19,0,20,0,48
21955,9,0,19,0,20,0,48
21956,9,0,19,0,20,0,48
21957,9,0,19,0,20,0,48
21958,9,0,19,0,20,0,48
21959,9,0,19,0,20,0,48
21960,9,0,19,0,20,0,48
21961,9,0,19,0,20,0,48
21962,9,0,19,0,20,0,48
21963,9,0,19,0,20,0,48
21964,9,0,19,0,20,0,48
21965,9,0,19,0,20,0,48
21966,9,0,19,0,19,0,47
21967,9,0,19,0,19,0,47
21968,9,0,19,0,19,0,47
21969,9,0,19,0,19,0,47
21970,9,0,19,0,19,0,47
21971,9,0,19,0,19,0,47
21972,9,0,19,0,19,0,47
21973,9,0,19,0,19,0,47
21974,9,0,19,0,19,0,47
21975,9,0,19,0,19,0,47
21976,9,0,19,0,19,0,47
21977,9,0,19,0,19,0,47
21978,9,0,19,0,19,0,47
21979,9,0,19,0,19,0,47
21980,9,0,21,0,19,0,49
21981,9,0,21,0,19,0,49
21982,9,0,21,0,19,0,49
21983,9,0,21,0,19,0,49
21984,9,0,21,0,19,0,49
21985,9,0,21,0,19,0,49
21986,9,0,21,0,19,0,49
21987,9,0,21,0,19,0,49
21988,9,0,21,0,19,0,49
21989,9,0,21,0,19,0,49
21990,12,0,21,0,19,0,52
21991,12,0,21,0,18,0,51
21992,12,0,21,0,18,0,51
21993,12,0,21,0,18,0,51
21994,12,0,21,0,18,0,51
21995,12,0,21,0,18,0,51
21996,12,0,21,0,18,0,51
21997,12,0,21,0,18,0,51
21998,12,0,21,0,18,0,51
21999,12,0,21,0,18,0,51
22000,12,0,21,0,18,0,51
22001,12,0,21,0,18,0,51
22002,12,0,21,0,18,0,51
22003,12,0,21,0,18,0,51
22004,12,0,21,0,17,0,50
22005,12,0,21,0,17,0,50
22006,12,0,21,0,17,0,50
22007,12,0,21,0,17,0,50
22008,12,0,21,0,17,0,50
22009,12,0,21,0,17,0,50
22010,11,0,21,0,17,0,49
22011,11,0,20,0,17,0,48
22012,11,0,20,0,18,0,49
22013,11,0,20,0,18,0,49
22014,11,0,20,0,18,0,49
22015,11,0,20,0,17,0,48
22016,11,0,20,0,17,0,48
22017,11,0,20,0,17,0,48
22018,11,0,20,0,17,0,48
22019,11,0,20,0,17,0,48
22020,11,0,20,0,17,0,48
22021,11,0,20,0,17,0,48
22022,11,0,20,0,17,0,48
22023,11,0,20,0,17,0,48
22024,11,0,20,0,17,0,48
22025,11,0,20,0,17,0,48
22026,11,0,20,0,17,0,48
22027,11,0,20,0,17,0,48
22028,11,0,20,0,17,0,48
22029,11,0,20,0,17,0,48
22030,11,0,20,0,17,0,48
22031,11,0,19,0,17,0,47
22032,11,0,19,0,17,0,47
22033,11,0,19,0,17,0,47
22034,11,0,19,0,17,0,47
22035,11,0,19,0,17,0,47
22036,11,0,19,0,17,0,47
22037,11,0,19,0,17,0,47
22038,11,0,19,0,17,0,47
22039,11,0,19,0,17,0,47
22040,11,0,19,0,17,0,47
22041,11,0,19,0,17,0,47
22042,11,0,19,0,17,0,47
22043,11,0,19,0,17,0,47
22044,11,0,19,0,17,0,47
22045,11,0,19,0,17,0,47
22046,11,0,19,0,17,0,47
22047,11,0,19,0,17,0,47
22048,11,0,19,0,17,0,47
22049,11,0,19,0,17,0,47
22050,11,0,19,0,17,0,47
22051,11,0,19,0,17,0,47
22052,11,0,19,0,17,0,47
22053,10,0,19,0,17,0,46
22054,10,0,19,0,17,0,46
22055,10,0,19,0,17,0,46
22056,12,0,19,0,17,0,48
22057,12,0,19,0,17,0,48
22058,12,0,19,0,17,0,48
22059,12,0,19,0,17,0,48
22060,12,0,19,0,17,0,48
22061,12,0,19,0,17,0,48
22062,12,0,19,0,17,0,48
22063,12,0,19,0,17,0,48
22064,12,0,19,0,17,0,48
22065,12,0,19,0,17,0,48
22066,12,0,19,0,17,0,48
22067,12,0,19,0,17,0,48
22068,12,0,19,0,17,0,48
22069,12,0,19,0,17,0,48
22070,12,0,19,0,16,0,47
22071,12,0,19,0,16,0,47
22072,12,0,19,0,16,0,47
22073,12,0,19,0,16,0,47
22074,12,0,19,0,16,0,47
22075,12,0,19,0,16,0,47
22076,12,0,19,0,16,0,47
22077,12,0,19,0,16,0,47
22078,12,0,19,0,16,0,47
22079,12,0,19,0,16,0,47
22080,12,0,19,0,16,0,47
22081,12,0,19,0,16,0,47
22082,12,0,21,0,16,0,49
22083,12,0,21,0,16,0,49
22084,12,0,21,0,16,0,49
22085,12,0,21,0,16,0,49
22086,12,0,21,0,16,0,49
22087,12,0,21,0,15,0,48
22088,12,0,21,0,15,0,48
22089,12,0,21,0,15,0,48
22090,12,0,21,0,14,0,47
22091,12,0,21,0,14,0,47
22092,12,0,21,0,13,0,46
22093,12,0,21,0,13,0,46
22094,12,0,20,0,13,0,45
22095,12,0,20,0,13,0,45
22096,12,0,20,0,13,0,45
22097,12,0,20,0,13,0,45
22098,12,0,20,0,12,0,44
22099,12,0,20,0,12,0,44
22100,12,0,20,0,12,0,44
22101,12,0,20,0,12,0,44
22102,12,0,20,0,12,0,44
22103,12,0,20,0,12,0,44
22104,12,0,20,0,12,0,44
22105,12,0,20,0,12,0,44
22106,12,0,20,0,12,0,44
22107,12,0,20,0,12,0,44
22108,12,0,20,0,12,0,44
22109,12,0,20,0,12,0,44
22110,12,0,20,0,12,0,44
22111,12,0,20,0,12,0,44
22112,12,0,20,0,12,0,44
22113,12,0,20,0,12,0,44
22114,12,0,20,0,12,0,44
22115,12,0,20,0,12,0,44
22116,12,0,20,0,12,0,44
22117,12,0,20,0,12,0,44
22118,12,0,19,0,12,0,43
22119,12,0,19,0,12,0,43
22120,12,0,19,0,12,0,43
22121,12,0,19,0,12,0,43
22122,12,0,19,0,12,0,43
22123,12,0,19,0,12,0,43
22124,12,0,19,0,12,0,43
22125,12,0,19,0,12,0,43
22126,12,0,19,0,12,0,43
22127,12,0,19,0,12,0,43
22128,12,0,19,0,12,0,43
22129,12,0,19,0,12,0,43
22130,12,0,19,0,12,0,43
22131,12,0,19,0,12,0,43
22132,12,0,19,0,12,0,43
22133,12,0,19,0,12,0,43
22134,12,0,19,0,12,0,43
22135,12,0,19,0,12,0,43
22136,12,0,19,0,12,0,43
22137,12,0,19,0,12,0,43
22138,12,0,19,0,12,0,43
22139,12,0,19,0,12,0,43
22140,12,0,19,0,12,0,43
22141,12,0,19,0,12,0,43
22142,12,0,19,0,12,0,43
22143,12,0,19,0,12,0,43
22144,12,0,19,0,17,0,48
22145,12,0,19,0,17,0,48
22146,12,0,19,0,17,0,48
22147,12,0,19,0,17,0,48
22148,12,0,21,0,17,0,50
22149,12,0,21,0,16,0,49
22150,12,0,21,0,16,0,49
22151,12,0,21,0,16,0,49
22152,12,0,21,0,16,0,49
22153,12,0,21,0,16,0,49
22154,12,0,21,0,16,0,49
22155,12,0,21,0,16,0,49
22156,12,0,21,0,16,0,49
22157,12,0,21,0,16,0,49
22158,12,0,21,0,16,0,49
22159,12,0,21,0,16,0,49
22160,12,0,21,0,16,0,49
22161,12,0,21,0,16,0,49
22162,12,0,21,0,16,0,49
22163,12,0,21,0,16,0,49
22164,12,0,21,0,16,0,49
22165,12,0,21,0,16,0,49
22166,12,0,21,0,16,0,49
22167,12,0,21,0,15,0,48
22168,12,0,21,0,15,0,48
22169,12,0,21,0,15,0,48
22170,12,0,21,0,15,0,48
22171,12,0,21,0,14,0,47
22172,12,0,21,0,14,0,47
22173,12,0,21,0,14,0,47
22174,12,0,21,0,14,0,47
22175,12,0,21,0,14,0,47
22176,12,0,21,0,14,0,47
22177,12,0,21,0,14,0,47
22178,12,0,21,0,14,0,47
22179,12,0,21,0,14,0,47
22180,12,0,21,0,14,0,47
22181,12,0,21,0,14,0,47
22182,12,0,21,0,14,0,47
22183,12,0,21,0,14,0,47
22184,12,0,21,0,14,0,47
22185,12,0,21,0,14,0,47
22186,12,0,21,0,14,0,47
22187,12,0,21,0,14,0,47
22188,12,0,21,0,14,0,47
22189,12,0,21,0,14,0,47
22190,12,0,21,0,14,0,47
22191,12,0,21,0,14,0,47
22192,12,0,21,0,14,0,47
22193,12,0,21,0,14,0,47
22194,12,0,21,0,14,0,47
22195,12,0,21,0,14,0,47
22196,12,0,21,0,13,0,46
22197,12,0,21,0,13,0,46
22198,12,0,21,0,13,0,46
22199,12,0,21,0,13,0,46
22200,12,0,21,0,13,0,46
22201,12,0,21,0,13,0,46
22202,12,0,21,0,13,0,46
22203,12,0,21,0,13,0,46
22204,12,0,21,0,13,0,46
22205,12,0,21,0,13,0,46
22206,12,0,21,0,13,0,46
22207,12,0,21,0,13,0,46
22208,12,0,21,0,13,0,46
22209,12,0,21,0,13,0,46
22210,12,0,21,0,14,0,47
22211,12,0,21,0,14,0,47
22212,12,0,21,0,14,0,47
22213,12,0,21,0,14,0,47
22214,12,0,27,0,14,0,53
22215,12,0,27,0,14,0,53
22216,12,0,27,0,14,0,53
22217,12,0,27,0,14,0,53
22218,12,0,27,0,14,0,53
22219,12,0,27,0,14,0,53
22220,12,0,27,0,14,0,53
22221,12,0,27,0,14,0,53
22222,12,0,27,0,14,0,53
22223,12,0,27,0,14,0,53
22224,12,0,27,0,14,0,53
22225,12,0,26,0,14,0,52
22226,12,0,26,0,14,0,52
22227,12,0,25,0,14,0,51
22228,12,0,25,0,14,0,51
22229,12,0,25,0,14,0,51
22230,12,0,25,0,14,0,51
22231,12,0,25,0,14,0,51
22232,12,0,25,0,14,0,51
22233,12,0,25,0,14,0,51
22234,12,0,25,0,14,0,51
22235,12,0,25,0,14,0,51
22236,12,0,25,0,14,0,51
22237,12,0,25,0,14,0,51
22238,12,0,25,0,14,0,51
22239,12,0,24,0,14,0,50
22240,12,0,24,0,14,0,50
22241,12,0,24,0,14,0,50
22242,12,0,24,0,14,0,50
22243,12,0,24,0,14,0,50
22244,12,0,24,0,14,0,50
22245,12,0,24,0,13,0,49
22246,12,0,24,0,13,0,49
22247,12,0,24,0,13,0,49
22248,12,0,24,0,13,0,49
22249,12,0,23,0,12,0,47
22250,12,0,23,0,12,0,47
22251,12,0,23,0,12,0,47
22252,12,0,23,0,12,0,47
22253,12,0,22,0,12,0,46
22254,12,0,22,0,12,0,46
22255,12,0,22,0,12,0,46
22256,12,0,22,0,12,0,46
22257,12,0,22,0,12,0,46
22258,12,0,22,0,12,0,46
22259,12,0,22,0,12,0,46
22260,12,0,22,0,12,0,46
22261,12,0,22,0,12,0,46
22262,12,0,22,0,12,0,46
22263,12,0,22,0,12,0,46
22264,12,0,22,0,12,0,46
22265,12,0,22,0,12,0,46
22266,12,0,22,0,12,0,46
22267,12,0,22,0,12,0,46
22268,12,0,22,0,12,0,46
22269,12,0,22,0,12,0,46
22270,12,0,22,0,12,0,46
22271,12,0,22,0,12,0,46
22272,12,0,22,0,12,0,46
22273,12,0,22,0,12,0,46
22274,12,0,22,0,12,0,46
22275,12,0,22,0,12,0,46
22276,12,0,22,0,13,0,47
22277,12,0,22,0,13,0,47
22278,12,0,22,0,13,0,47
22279,12,0,22,0,13,0,47
22280,12,0,24,0,13,0,49
22281,12,0,24,0,13,0,49
22282,12,0,24,0,13,0,49
22283,12,0,24,0,13,0,49
22284,12,0,24,0,13,0,49
22285,12,0,24,0,13,0,49
22286,12,0,24,0,13,0,49
22287,12,0,24,0,13,0,49
22288,12,0,24,0,13,0,49
22289,12,0,24,0,13,0,49
22290,15,0,24,0,13,0,52
22291,15,0,24,0,13,0,52
22292,15,0,23,0,13,0,51
22293,15,0,23,0,13,0,51
22294,15,0,23,0,13,0,51
22295,15,0,23,0,13,0,51
22296,15,0,23,0,13,0,51
22297,15,0,23,0,13,0,51
22298,15,0,23,0,13,0,51
22299,15,0,23,0,13,0,51
22300,15,0,23,0,13,0,51
22301,15,0,23,0,12,0,50
22302,15,0,23,0,12,0,50
22303,14,0,23,0,12,0,49
22304,14,0,23,0,12,0,49
22305,14,0,23,0,12,0,49
22306,14,0,23,0,12,0,49
22307,14,0,23,0,12,0,49
22308,14,0,23,0,12,0,49
22309,14,0,23,0,12,0,49
22310,14,0,23,0,12,0,49
22311,14,0,23,0,12,0,49
22312,14,0,23,0,13,0,50
22313,14,0,23,0,13,0,50
22314,14,0,23,0,12,0,49
22315,14,0,23,0,12,0,49
22316,14,0,23,0,12,0,49
22317,14,0,23,0,12,0,49
22318,14,0,23,0,11,0,48
22319,14,0,23,0,11,0,48
22320,14,0,23,0,11,0,48
22321,14,0,23,0,11,0,48
22322,12,0,23,0,11,0,46
22323,12,0,23,0,11,0,46
22324,12,0,23,0,11,0,46
22325,12,0,23,0,11,0,46
22326,12,0,23,0,11,0,46
22327,12,0,23,0,11,0,46
22328,12,0,23,0,11,0,46
22329,11,0,23,0,11,0,45
22330,11,0,23,0,11,0,45
22331,11,0,23,0,11,0,45
22332,11,0,23,0,11,0,45
22333,11,0,23,0,11,0,45
22334,11,0,23,0,11,0,45
22335,11,0,23,0,11,0,45
22336,11,0,23,0,11,0,45
22337,11,0,23,0,11,0,45
22338,11,0,23,0,11,0,45
22339,11,0,23,0,11,0,45
22340,11,0,23,0,11,0,45
22341,11,0,23,0,11,0,45
22342,11,0,23,0,11,0,45
22343,11,0,23,0,11,0,45
22344,11,0,23,0,11,0,45
22345,11,0,23,0,11,0,45
22346,11,0,23,0,11,0,45
22347,11,0,23,0,11,0,45
22348,11,0,23,0,11,0,45
22349,11,0,23,0,11,0,45
22350,11,0,23,0,11,0,45
22351,11,0,23,0,11,0,45
22352,11,0,23,0,11,0,45
22353,11,0,23,0,11,0,45
22354,11,0,23,0,11,0,45
22355,11,0,23,0,11,0,45
22356,14,0,23,0,11,0,48
22357,14,0,23,0,11,0,48
22358,14,0,23,0,11,0,48
22359,14,0,23,0,11,0,48
22360,14,0,23,0,11,0,48
22361,14,0,23,0,11,0,48
22362,14,0,23,0,11,0,48
22363,14,0,23,0,11,0,48
22364,13,0,23,0,11,0,47
22365,13,0,23,0,11,0,47
22366,13,0,23,0,11,0,47
22367,13,0,23,0,11,0,47
22368,13,0,23,0,11,0,47
22369,13,0,23,0,11,0,47
22370,13,0,23,0,11,0,47
22371,13,0,23,0,11,0,47
22372,13,0,23,0,11,0,47
22373,13,0,23,0,11,0,47
22374,13,0,23,0,11,0,47
22375,13,0,23,0,11,0,47
22376,13,0,23,0,11,0,47
22377,13,0,23,0,11,0,47
22378,13,0,23,0,11,0,47
22379,13,0,23,0,11,0,47
22380,13,0,23,0,11,0,47
22381,13,0,23,0,11,0,47
22382,13,0,25,0,11,0,49
22383,13,0,25,0,11,0,49
22384,13,0,25,0,11,0,49
22385,13,0,25,0,11,0,49
22386,13,0,25,0,11,0,49
22387,13,0,25,0,11,0,49
22388,13,0,25,0,11,0,49
22389,13,0,25,0,11,0,49
22390,13,0,25,0,11,0,49
22391,13,0,25,0,11,0,49
22392,13,0,25,0,11,0,49
22393,13,0,25,0,11,0,49
22394,13,0,25,0,11,0,49
22395,13,0,25,0,11,0,49
22396,13,0,25,0,11,0,49
22397,13,0,25,0,11,0,49
22398,13,0,25,0,11,0,49
22399,13,0,25,0,11,0,49
22400,13,0,25,0,11,0,49
22401,13,0,25,0,11,0,49
22402,13,0,25,0,11,0,49
22403,13,0,25,0,11,0,49
22404,13,0,25,0,11,0,49
22405,13,0,25,0,11,0,49
22406,13,0,25,0,11,0,49
22407,13,0,25,0,11,0,49
22408,13,0,25,0,11,0,49
22409,13,0,25,0,11,0,49
22410,13,0,25,0,11,0,49
22411,13,0,25,0,11,0,49
22412,13,0,25,0,11,0,49
22413,13,0,25,0,11,0,49
22414,13,0,25,0,11,0,49
22415,13,0,25,0,11,0,49
22416,12,0,25,0,11,0,48
22417,12,0,24,0,11,0,47
22418,12,0,24,0,11,0,47
22419,12,0,24,0,11,0,47
22420,12,0,24,0,11,0,47
22421,11,0,24,0,11,0,46
22422,12,0,24,0,11,0,47
22423,12,0,24,0,11,0,47
22424,11,0,24,0,11,0,46
22425,11,0,24,0,11,0,46
22426,10,0,24,0,11,0,45
22427,10,0,24,0,11,0,45
22428,10,0,24,0,11,0,45
22429,10,0,24,0,11,0,45
22430,10,0,24,0,11,0,45
22431,10,0,23,0,11,0,44
22432,10,0,23,0,11,0,44
22433,10,0,23,0,11,0,44
22434,10,0,23,0,10,0,43
22435,9,0,23,0,10,0,42
22436,9,0,23,0,10,0,42
22437,9,0,23,0,10,0,42
22438,9,0,23,0,10,0,42
22439,9,0,23,0,10,0,42
22440,9,0,23,0,10,0,42
22441,9,0,23,0,10,0,42
22442,9,0,23,0,10,0,42
22443,9,0,23,0,10,0,42
22444,9,0,23,0,14,0,46
22445,9,0,23,0,14,0,46
22446,9,0,23,0,14,0,46
22447,9,0,23,0,14,0,46
22448,9,0,24,0,14,0,47
22449,9,0,24,0,13,0,46
22450,9,0,24,0,13,0,46
22451,9,0,24,0,13,0,46
22452,9,0,24,0,13,0,46
22453,9,0,24,0,13,0,46
22454,9,0,24,0,12,0,45
22455,9,0,24,0,12,0,45
22456,9,0,24,0,12,0,45
22457,9,0,24,0,12,0,45
22458,9,0,24,0,12,0,45
22459,9,0,24,0,12,0,45
22460,9,0,24,0,12,0,45
22461,9,0,24,0,12,0,45
22462,9,0,24,0,12,0,45
22463,9,0,24,0,12,0,45
22464,9,0,24,0,12,0,45
22465,9,0,24,0,12,0,45
22466,9,0,23,0,12,0,44
22467,9,0,22,0,12,0,43
22468,9,0,22,0,12,0,43
22469,9,0,22,0,12,0,43
22470,9,0,22,0,12,0,43
22471,9,0,22,0,12,0,43
22472,9,0,22,0,12,0,43
22473,9,0,22,0,12,0,43
22474,9,0,22,0,12,0,43
22475,8,0,22,0,11,0,41
22476,8,0,22,0,11,0,41
22477,8,0,22,0,11,0,41
22478,8,0,22,0,11,0,41
22479,8,0,22,0,11,0,41
22480,8,0,22,0,11,0,41
22481,8,0,22,0,11,0,41
22482,8,0,22,0,10,0,40
22483,8,0,22,0,10,0,40
22484,8,0,22,0,10,0,40
22485,8,0,22,0,10,0,40
22486,8,0,22,0,10,0,40
22487,8,0,22,0,10,0,40
22488,8,0,22,0,10,0,40
22489,8,0,22,0,10,0,40
22490,8,0,22,0,10,0,40
22491,8,0,22,0,10,0,40
22492,8,0,22,0,10,0,40
22493,8,0,22,0,10,0,40
22494,8,0,22,0,10,0,40
22495,8,0,22,0,10,0,40
22496,8,0,22,0,10,0,40
22497,8,0,22,0,10,0,40
22498,8,0,22,0,9,0,39
22499,8,0,22,0,9,0,39
22500,8,0,22,0,9,0,39
22501,8,0,22,0,9,0,39
22502,8,0,22,0,9,0,39
22503,8,0,22,0,9,0,39
22504,8,0,22,0,9,0,39
22505,8,0,22,0,9,0,39
22506,8,0,22,0,9,0,39
22507,8,0,22,0,9,0,39
22508,8,0,22,0,9,0,39
22509,8,0,22,0,9,0,39
22510,8,0,22,0,10,0,40
22511,8,0,22,0,10,0,40
22512,8,0,22,0,10,0,40
22513,8,0,22,0,10,0,40
22514,8,0,29,0,10,0,47
22515,8,0,29,0,10,0,47
22516,8,0,29,0,10,0,47
22517,8,0,29,0,10,0,47
22518,8,0,29,0,10,0,47
22519,8,0,29,0,10,0,47
22520,8,0,29,0,10,0,47
22521,8,0,29,0,10,0,47
22522,8,0,29,0,10,0,47
22523,8,0,29,0,9,0,46
22524,8,0,29,0,9,0,46
22525,8,0,29,0,9,0,46
22526,8,0,28,0,9,0,45
22527,8,0,28,0,9,0,45
22528,8,0,28,0,9,0,45
22529,8,0,28,0,9,0,45
22530,8,0,28,0,9,0,45
22531,8,0,28,0,9,0,45
22532,8,0,28,0,9,0,45
22533,8,0,28,0,9,0,45
22534,8,0,28,0,9,0,45
22535,8,0,28,0,9,0,45
22536,8,0,28,0,9,0,45
22537,8,0,28,0,9,0,45
22538,8,0,28,0,9,0,45
22539,8,0,28,0,9,0,45
22540,8,0,28,0,9,0,45
22541,8,0,28,0,9,0,45
22542,8,0,28,0,9,0,45
22543,8,0,28,0,9,0,45
22544,8,0,28,0,9,0,45
22545,8,0,28,0,9,0,45
22546,8,0,28,0,9,0,45
22547,8,0,28,0,9,0,45
22548,8,0,28,0,9,0,45
22549,8,0,28,0,9,0,45
22550,8,0,28,0,9,0,45
22551,8,0,28,0,9,0,45
22552,8,0,28,0,9,0,45
22553,8,0,28,0,9,0,45
22554,8,0,28,0,9,0,45
22555,8,0,28,0,9,0,45
22556,8,0,28,0,9,0,45
