day,Diversifying3,Focusing1,Diversifying2,Focusing2,Diversifying1,Focusing3,total
44857,34,0,4,0,0,0,38
44858,34,0,4,0,0,0,38
44859,34,0,4,0,0,0,38
44860,34,0,4,0,0,0,38
44861,34,0,4,0,0,0,38
44862,34,0,4,0,0,0,38
44863,33,0,4,0,0,0,37
44864,33,0,4,0,0,0,37
44865,33,0,4,0,0,0,37
44866,33,0,4,0,0,0,37
44867,33,0,4,0,0,0,37
44868,33,0,4,0,0,0,37
44869,32,0,4,0,0,0,36
44870,32,0,4,0,0,0,36
44871,32,0,4,0,0,0,36
44872,32,0,4,0,0,0,36
44873,32,0,4,0,0,0,36
44874,32,0,4,0,0,0,36
44875,32,0,4,0,0,0,36
44876,32,0,5,0,0,0,37
44877,32,0,5,0,0,0,37
44878,32,0,5,0,0,0,37
44879,32,0,5,0,0,0,37
44880,32,0,5,0,0,0,37
44881,32,0,5,0,0,0,37
44882,32,0,5,0,0,0,37
44883,32,0,5,0,0,0,37
44884,32,0,5,0,0,0,37
44885,32,0,5,0,0,0,37
44886,32,0,5,0,0,0,37
44887,32,0,5,0,0,0,37
44888,32,0,5,0,0,0,37
44889,32,0,5,0,0,0,37
44890,32,0,5,0,0,0,37
44891,32,0,5,0,0,0,37
44892,32,0,5,0,0,0,37
44893,32,0,5,0,0,0,37
44894,32,0,5,0,0,0,37
44895,32,0,5,0,0,0,37
44896,32,0,5,0,0,0,37
44897,31,0,5,0,0,0,36
44898,31,0,5,0,0,0,36
44899,31,0,5,0,0,0,36
44900,31,0,5,0,0,0,36
44901,31,0,5,0,0,0,36
44902,31,0,4,0,0,0,35
44903,31,0,4,0,0,0,35
44904,31,0,4,0,0,0,35
44905,31,0,4,0,0,0,35
44906,31,0,4,0,0,0,35
44907,30,0,4,0,0,0,34
44908,30,0,4,0,0,0,34
44909,30,0,4,0,0,0,34
44910,30,0,4,0,0,0,34
44911,30,0,4,0,0,0,34
44912,30,0,4,0,0,0,34
44913,30,0,4,0,0,0,34
44914,30,0,4,0,0,0,34
44915,30,0,4,0,0,0,34
44916,34,0,4,0,0,0,38
44917,34,0,4,0,0,0,38
44918,34,0,4,0,0,0,38
44919,34,0,4,0,0,0,38
44920,34,0,4,0,0,0,38
44921,34,0,4,0,0,0,38
44922,33,0,4,0,0,0,37
44923,33,0,4,0,0,0,37
44924,33,0,4,0,0,0,37
44925,33,0,4,0,0,0,37
44926,33,0,4,0,0,0,37
44927,33,0,4,0,0,0,37
44928,33,0,4,0,0,0,37
44929,33,0,4,0,0,0,37
44930,33,0,4,0,0,0,37
44931,33,0,4,0,0,0,37
44932,32,0,4,0,0,0,36
44933,32,0,4,0,0,0,36
44934,32,0,4,0,0,0,36
44935,32,0,4,0,0,0,36
44936,32,0,4,0,0,0,36
44937,32,0,4,0,0,0,36
44938,32,0,4,0,0,0,36
44939,32,0,4,0,0,0,36
44940,32,0,4,0,0,0,36
44941,32,0,4,0,0,0,36
44942,32,0,5,0,0,0,37
44943,32,0,5,0,0,0,37
44944,32,0,5,0,0,0,37
44945,32,0,5,0,0,0,37
44946,32,0,5,0,0,0,37
44947,32,0,5,0,0,0,37
44948,32,0,5,0,0,0,37
44949,32,0,5,0,0,0,37
44950,32,0,5,0,0,0,37
44951,32,0,4,0,0,0,36
44952,32,0,4,0,0,0,36
44953,32,0,4,0,0,0,36
44954,32,0,4,0,0,0,36
44955,32,0,4,0,0,0,36
44956,32,0,4,0,0,0,36
44957,32,0,4,0,0,0,36
44958,32,0,4,0,0,0,36
44959,32,0,4,0,0,0,36
44960,32,0,4,0,0,0,36
44961,32,0,4,0,0,0,36
44962,32,0,4,0,0,0,36
44963,32,0,4,0,0,0,36
44964,32,0,4,0,0,0,36
44965,32,0,4,0,0,0,36
44966,32,0,4,0,0,0,36
44967,32,0,4,0,0,0,36
44968,32,0,4,0,0,0,36
44969,32,0,4,0,0,0,36
44970,32,0,4,0,0,0,36
44971,31,0,4,0,0,0,35
44972,31,0,4,0,0,0,35
44973,31,0,4,0,0,0,35
44974,31,0,4,0,0,0,35
44975,31,0,4,0,0,0,35
44976,31,0,4,0,0,0,35
44977,31,0,4,0,0,0,35
44978,31,0,4,0,0,0,35
44979,31,0,4,0,0,0,35
44980,31,0,4,0,0,0,35
44981,31,0,4,0,0,0,35
44982,32,0,4,0,0,0,36
44983,32,0,4,0,0,0,36
44984,32,0,4,0,0,0,36
44985,32,0,4,0,0,0,36
44986,32,0,4,0,0,0,36
44987,32,0,4,0,0,0,36
44988,32,0,4,0,0,0,36
44989,32,0,4,0,0,0,36
44990,32,0,4,0,0,0,36
44991,32,0,4,0,0,0,36
44992,32,0,4,0,0,0,36
44993,32,0,4,0,0,0,36
44994,32,0,4,0,0,0,36
44995,32,0,4,0,0,0,36
44996,32,0,4,0,0,0,36
44997,32,0,4,0,0,0,36
44998,32,0,4,0,0,0,36
44999,32,0,4,0,0,0,36
45000,32,0,4,0,0,0,36
45001,32,0,4,0,0,0,36
45002,32,0,4,0,0,0,36
45003,31,0,4,0,0,0,35
45004,31,0,4,0,0,0,35
45005,31,0,4,0,0,0,35
45006,31,0,4,0,0,0,35
45007,31,0,3,0,0,0,34
45008,31,0,4,0,0,0,35
45009,31,0,4,0,0,0,35
45010,31,0,4,0,0,0,35
45011,31,0,4,0,0,0,35
45012,31,0,4,0,0,0,35
45013,31,0,4,0,0,0,35
45014,31,0,4,0,0,0,35
45015,31,0,4,0,0,0,35
45016,31,0,4,0,0,0,35
45017,31,0,4,0,0,0,35
45018,32,0,4,0,0,0,36
45019,32,0,4,0,0,0,36
45020,32,0,4,0,0,0,36
45021,32,0,4,0,0,0,36
45022,32,0,4,0,0,0,36
45023,32,0,4,0,0,0,36
45024,32,0,4,0,0,0,36
45025,32,0,4,0,0,0,36
45026,32,0,4,0,0,0,36
45027,32,0,4,0,0,0,36
45028,32,0,4,0,0,0,36
45029,32,0,4,0,0,0,36
45030,32,0,4,0,0,0,36
45031,32,0,4,0,0,0,36
45032,32,0,4,0,0,0,36
45033,32,0,4,0,0,0,36
45034,32,0,4,0,0,0,36
45035,32,0,4,0,0,0,36
45036,32,0,4,0,0,0,36
45037,32,0,4,0,0,0,36
45038,32,0,4,0,0,0,36
45039,32,0,4,0,0,0,36
45040,32,0,4,0,0,0,36
45041,32,0,4,0,0,0,36
45042,32,0,4,0,0,0,36
45043,32,0,4,0,0,0,36
45044,32,0,4,0,0,0,36
45045,32,0,4,0,0,0,36
45046,32,0,4,0,0,0,36
45047,32,0,4,0,0,0,36
45048,32,0,4,0,0,0,36
45049,32,0,4,0,0,0,36
45050,32,0,4,0,0,0,36
45051,32,0,4,0,0,0,36
45052,32,0,4,0,0,0,36
45053,32,0,4,0,0,0,36
45054,32,0,4,0,0,0,36
45055,32,0,4,0,0,0,36
45056,32,0,4,0,0,0,36
45057,32,0,4,0,0,0,36
45058,32,0,4,0,0,0,36
45059,32,0,4,0,0,0,36
45060,32,0,4,0,0,0,36
45061,32,0,4,0,0,0,36
45062,32,0,4,0,0,0,36
45063,32,0,4,0,0,0,36
45064,32,0,4,0,0,0,36
45065,32,0,4,0,0,0,36
45066,32,0,4,0,0,0,36
45067,32,0,4,0,0,0,36
45068,32,0,4,0,0,0,36
45069,32,0,4,0,0,0,36
45070,32,0,4,0,0,0,36
45071,32,0,4,0,0,0,36
45072,32,0,4,0,0,0,36
45073,32,0,4,0,0,0,36
45074,32,0,4,0,0,0,36
45075,31,0,4,0,0,0,35
45076,31,0,4,0,0,0,35
45077,31,0,4,0,0,0,35
45078,31,0,4,0,0,0,35
45079,31,0,4,0,0,0,35
45080,31,0,4,0,0,0,35
45081,31,0,4,0,0,0,35
45082,31,0,4,0,0,0,35
45083,31,0,4,0,0,0,35
45084,35,0,4,0,0,0,39
45085,35,0,4,0,0,0,39
45086,35,0,4,0,0,0,39
45087,35,0,4,0,0,0,39
45088,35,0,4,0,0,0,39
45089,35,0,4,0,0,0,39
45090,35,0,4,0,0,0,39
45091,35,0,4,0,0,0,39
45092,35,0,4,0,0,0,39
45093,35,0,4,0,0,0,39
45094,35,0,4,0,0,0,39
45095,34,0,4,0,0,0,38
45096,34,0,4,0,0,0,38
45097,34,0,4,0,0,0,38
45098,34,0,4,0,0,0,38
45099,34,0,4,0,0,0,38
45100,34,0,4,0,0,0,38
45101,34,0,4,0,0,0,38
45102,34,0,4,0,0,0,38
45103,34,0,4,0,0,0,38
45104,34,0,4,0,0,0,38
45105,34,0,4,0,0,0,38
45106,34,0,4,0,0,0,38
45107,34,0,4,0,0,0,38
45108,34,0,4,0,0,0,38
45109,34,0,4,0,0,0,38
45110,34,0,4,0,0,0,38
45111,34,0,4,0,0,0,38
45112,34,0,4,0,0,0,38
45113,34,0,4,0,0,0,38
45114,34,0,4,0,0,0,38
45115,34,0,4,0,0,0,38
45116,34,0,4,0,0,0,38
45117,34,0,4,0,0,0,38
45118,34,0,4,0,0,0,38
45119,34,0,4,0,0,0,38
45120,34,0,4,0,0,0,38
45121,34,0,4,0,0,0,38
45122,34,0,4,0,0,0,38
45123,34,0,4,0,0,0,38
45124,34,0,4,0,0,0,38
45125,33,0,4,0,0,0,37
45126,33,0,4,0,0,0,37
45127,33,0,4,0,0,0,37
45128,33,0,4,0,0,0,37
45129,33,0,4,0,0,0,37
45130,33,0,4,0,0,0,37
45131,33,0,4,0,0,0,37
45132,33,0,4,0,0,0,37
45133,33,0,4,0,0,0,37
45134,33,0,4,0,0,0,37
45135,33,0,4,0,0,0,37
45136,33,0,4,0,0,0,37
45137,32,0,4,0,0,0,36
45138,31,0,4,0,0,0,35
45139,31,0,4,0,0,0,35
45140,30,0,4,0,0,0,34
45141,30,0,4,0,0,0,34
45142,30,0,4,0,0,0,34
45143,30,0,4,0,0,0,34
45144,30,0,4,0,0,0,34
45145,30,0,4,0,0,0,34
45146,30,0,4,0,0,0,34
45147,30,0,4,0,0,0,34
45148,30,0,4,0,0,0,34
45149,30,0,4,0,0,0,34
45150,37,0,4,0,0,0,41
45151,37,0,4,0,0,0,41
45152,37,0,4,0,0,0,41
45153,37,0,4,0,0,0,41
45154,37,0,4,0,0,0,41
45155,37,0,4,0,0,0,41
45156,37,0,4,0,0,0,41
45157,37,0,4,0,0,0,41
45158,37,0,4,0,0,0,41
45159,36,0,4,0,0,0,40
45160,36,0,4,0,0,0,40
45161,35,0,4,0,0,0,39
45162,35,0,4,0,0,0,39
45163,35,0,4,0,0,0,39
45164,35,0,4,0,0,0,39
45165,35,0,4,0,0,0,39
45166,35,0,4,0,0,0,39
45167,35,0,4,0,0,0,39
45168,35,0,4,0,0,0,39
45169,35,0,4,0,0,0,39
45170,35,0,4,0,0,0,39
45171,35,0,4,0,0,0,39
45172,35,0,4,0,0,0,39
45173,35,0,4,0,0,0,39
45174,35,0,4,0,0,0,39
45175,35,0,4,0,0,0,39
45176,35,0,5,0,0,0,40
45177,35,0,5,0,0,0,40
45178,35,0,5,0,0,0,40
45179,35,0,5,0,0,0,40
45180,35,0,5,0,0,0,40
45181,35,0,5,0,0,0,40
45182,35,0,5,0,0,0,40
45183,35,0,5,0,0,0,40
45184,35,0,5,0,0,0,40
45185,35,0,5,0,0,0,40
45186,35,0,5,0,0,0,40
45187,35,0,5,0,0,0,40
45188,35,0,5,0,0,0,40
45189,35,0,5,0,0,0,40
45190,35,0,5,0,0,0,40
45191,35,0,5,0,0,0,40
45192,35,0,5,0,0,0,40
45193,35,0,5,0,0,0,40
45194,35,0,5,0,0,0,40
45195,35,0,5,0,0,0,40
45196,35,0,5,0,0,0,40
45197,35,0,5,0,0,0,40
45198,35,0,5,0,0,0,40
45199,35,0,5,0,0,0,40
45200,35,0,5,0,0,0,40
45201,35,0,5,0,0,0,40
45202,35,0,5,0,0,0,40
45203,35,0,5,0,0,0,40
45204,35,0,5,0,0,0,40
45205,35,0,5,0,0,0,40
45206,35,0,5,0,0,0,40
45207,35,0,5,0,0,0,40
45208,35,0,5,0,0,0,40
45209,35,0,5,0,0,0,40
45210,35,0,5,0,0,0,40
45211,35,0,5,0,0,0,40
45212,35,0,5,0,0,0,40
45213,35,0,5,0,0,0,40
45214,35,0,5,0,0,0,40
45215,35,0,5,0,0,0,40
45216,40,0,5,0,0,0,45
45217,40,0,5,0,0,0,45
45218,40,0,5,0,0,0,45
45219,40,0,5,0,0,0,45
45220,40,0,5,0,0,0,45
45221,39,0,5,0,0,0,44
45222,38,0,5,0,0,0,43
45223,38,0,5,0,0,0,43
45224,38,0,5,0,0,0,43
45225,38,0,5,0,0,0,43
45226,36,0,5,0,0,0,41
45227,36,0,5,0,0,0,41
45228,36,0,5,0,0,0,41
45229,36,0,5,0,0,0,41
45230,36,0,5,0,0,0,41
45231,36,0,5,0,0,0,41
45232,35,0,5,0,0,0,40
45233,35,0,5,0,0,0,40
45234,35,0,5,0,0,0,40
45235,35,0,5,0,0,0,40
45236,35,0,5,0,0,0,40
45237,35,0,5,0,0,0,40
45238,35,0,5,0,0,0,40
45239,35,0,5,0,0,0,40
45240,35,0,5,0,0,0,40
45241,35,0,5,0,0,0,40
45242,35,0,6,0,0,0,41
45243,35,0,6,0,0,0,41
45244,34,0,6,0,0,0,40
45245,34,0,6,0,0,0,40
45246,34,0,6,0,0,0,40
45247,34,0,6,0,0,0,40
45248,34,0,6,0,0,0,40
45249,34,0,6,0,0,0,40
45250,34,0,6,0,0,0,40
45251,34,0,6,0,0,0,40
45252,34,0,5,0,0,0,39
45253,34,0,5,0,0,0,39
45254,34,0,5,0,0,0,39
45255,34,0,5,0,0,0,39
45256,34,0,5,0,0,0,39
45257,34,0,5,0,0,0,39
45258,34,0,5,0,0,0,39
45259,31,0,5,0,0,0,36
45260,31,0,5,0,0,0,36
45261,31,0,5,0,0,0,36
45262,31,0,5,0,0,0,36
45263,31,0,5,0,0,0,36
45264,31,0,5,0,0,0,36
45265,31,0,5,0,0,0,36
45266,31,0,5,0,0,0,36
45267,31,0,5,0,0,0,36
45268,31,0,5,0,0,0,36
45269,31,0,5,0,0,0,36
45270,31,0,5,0,0,0,36
45271,31,0,5,0,0,0,36
45272,31,0,5,0,0,0,36
45273,31,0,5,0,0,0,36
45274,31,0,5,0,0,0,36
45275,31,0,5,0,0,0,36
45276,31,0,5,0,0,0,36
45277,31,0,5,0,0,0,36
45278,31,0,5,0,0,0,36
45279,31,0,5,0,0,0,36
45280,31,0,5,0,0,0,36
45281,31,0,5,0,0,0,36
45282,32,0,5,0,0,0,37
45283,32,0,5,0,0,0,37
45284,32,0,5,0,0,0,37
45285,32,0,5,0,0,0,37
45286,32,0,5,0,0,0,37
45287,32,0,5,0,0,0,37
45288,32,0,5,0,0,0,37
45289,32,0,5,0,0,0,37
45290,32,0,5,0,0,0,37
45291,32,0,5,0,0,0,37
45292,31,0,5,0,0,0,36
45293,31,0,5,0,0,0,36
45294,31,0,5,0,0,0,36
45295,31,0,5,0,0,0,36
45296,31,0,5,0,0,0,36
45297,31,0,5,0,0,0,36
45298,31,0,5,0,0,0,36
45299,31,0,5,0,0,0,36
45300,31,0,5,0,0,0,36
45301,31,0,5,0,0,0,36
45302,31,0,5,0,0,0,36
45303,31,0,5,0,0,0,36
45304,31,0,5,0,0,0,36
45305,31,0,5,0,0,0,36
45306,31,0,5,0,0,0,36
45307,31,0,5,0,0,0,36
45308,31,0,6,0,0,0,37
45309,31,0,6,0,0,0,37
45310,31,0,6,0,0,0,37
45311,31,0,6,0,0,0,37
45312,31,0,6,0,0,0,37
45313,31,0,6,0,0,0,37
45314,31,0,6,0,0,0,37
45315,31,0,6,0,0,0,37
45316,31,0,6,0,0,0,37
45317,31,0,6,0,0,0,37
45318,32,0,6,0,0,0,38
45319,32,0,6,0,0,0,38
45320,32,0,6,0,0,0,38
45321,32,0,6,0,0,0,38
45322,32,0,6,0,0,0,38
45323,32,0,6,0,0,0,38
45324,32,0,6,0,0,0,38
45325,32,0,6,0,0,0,38
45326,32,0,6,0,0,0,38
45327,32,0,6,0,0,0,38
45328,30,0,6,0,0,0,36
45329,30,0,6,0,0,0,36
45330,29,0,6,0,0,0,35
45331,29,0,6,0,0,0,35
45332,29,0,6,0,0,0,35
45333,29,0,5,0,0,0,34
45334,29,0,5,0,0,0,34
45335,29,0,5,0,0,0,34
45336,29,0,5,0,0,0,34
45337,29,0,5,0,0,0,34
45338,28,0,5,0,0,0,33
45339,28,0,5,0,0,0,33
45340,28,0,5,0,0,0,33
45341,28,0,5,0,0,0,33
45342,28,0,5,0,0,0,33
45343,28,0,5,0,0,0,33
45344,28,0,5,0,0,0,33
45345,28,0,5,0,0,0,33
45346,28,0,5,0,0,0,33
45347,28,0,5,0,0,0,33
45348,28,0,5,0,0,0,33
45349,28,0,5,0,0,0,33
45350,28,0,5,0,0,0,33
45351,28,0,5,0,0,0,33
45352,28,0,5,0,0,0,33
45353,28,0,5,0,0,0,33
45354,28,0,5,0,0,0,33
45355,28,0,5,0,0,0,33
45356,28,0,5,0,0,0,33
45357,28,0,5,0,0,0,33
45358,28,0,5,0,0,0,33
45359,28,0,5,0,0,0,33
45360,28,0,5,0,0,0,33
45361,28,0,5,0,0,0,33
45362,28,0,5,0,0,0,33
45363,28,0,5,0,0,0,33
45364,28,0,5,0,0,0,33
45365,28,0,5,0,0,0,33
45366,28,0,5,0,0,0,33
45367,28,0,5,0,0,0,33
45368,28,0,5,0,0,0,33
45369,28,0,5,0,0,0,33
45370,28,0,5,0,0,0,33
45371,28,0,5,0,0,0,33
45372,28,0,5,0,0,0,33
45373,28,0,5,0,0,0,33
45374,28,0,5,0,0,0,33
45375,28,0,5,0,0,0,33
45376,28,0,5,0,0,0,33
45377,28,0,5,0,0,0,33
45378,28,0,5,0,0,0,33
45379,28,0,5,0,0,0,33
45380,28,0,5,0,0,0,33
45381,28,0,5,0,0,0,33
45382,28,0,5,0,0,0,33
45383,28,0,5,0,0,0,33
45384,33,0,5,0,0,0,38
45385,33,0,5,0,0,0,38
45386,33,0,5,0,0,0,38
45387,33,0,5,0,0,0,38
45388,33,0,5,0,0,0,38
45389,33,0,5,0,0,0,38
45390,33,0,5,0,0,0,38
45391,33,0,5,0,0,0,38
45392,33,0,5,0,0,0,38
45393,33,0,5,0,0,0,38
45394,33,0,5,0,0,0,38
45395,33,0,5,0,0,0,38
45396,33,0,5,0,0,0,38
45397,33,0,5,0,0,0,38
45398,33,0,5,0,0,0,38
45399,33,0,5,0,0,0,38
45400,33,0,5,0,0,0,38
45401,33,0,5,0,0,0,38
45402,32,0,5,0,0,0,37
45403,32,0,5,0,0,0,37
45404,32,0,5,0,0,0,37
45405,32,0,5,0,0,0,37
45406,32,0,5,0,0,0,37
45407,32,0,5,0,0,0,37
45408,32,0,5,0,0,0,37
45409,31,0,5,0,0,0,36
45410,31,0,5,0,0,0,36
45411,31,0,5,0,0,0,36
45412,31,0,5,0,0,0,36
45413,31,0,5,0,0,0,36
45414,31,0,5,0,0,0,36
45415,31,0,5,0,0,0,36
45416,31,0,5,0,0,0,36
45417,31,0,5,0,0,0,36
45418,31,0,5,0,0,0,36
45419,31,0,5,0,0,0,36
45420,31,0,5,0,0,0,36
45421,31,0,5,0,0,0,36
45422,31,0,5,0,0,0,36
45423,31,0,5,0,0,0,36
45424,31,0,5,0,0,0,36
45425,31,0,5,0,0,0,36
45426,31,0,5,0,0,0,36
45427,31,0,5,0,0,0,36
45428,31,0,5,0,0,0,36
45429,31,0,5,0,0,0,36
45430,31,0,5,0,0,0,36
45431,31,0,5,0,0,0,36
45432,31,0,5,0,0,0,36
45433,31,0,5,0,0,0,36
45434,31,0,5,0,0,0,36
45435,31,0,5,0,0,0,36
45436,31,0,5,0,0,0,36
45437,31,0,5,0,0,0,36
45438,31,0,5,0,0,0,36
45439,31,0,5,0,0,0,36
45440,31,0,5,0,0,0,36
45441,31,0,5,0,0,0,36
45442,31,0,5,0,0,0,36
45443,31,0,5,0,0,0,36
45444,31,0,5,0,0,0,36
45445,31,0,5,0,0,0,36
45446,31,0,5,0,0,0,36
45447,31,0,5,0,0,0,36
45448,31,0,5,0,0,0,36
45449,31,0,5,0,0,0,36
45450,38,0,5,0,0,0,43
45451,38,0,5,0,0,0,43
45452,38,0,5,0,0,0,43
45453,38,0,5,0,0,0,43
45454,37,0,5,0,0,0,42
45455,37,0,5,0,0,0,42
45456,37,0,5,0,0,0,42
45457,37,0,5,0,0,0,42
45458,37,0,5,0,0,0,42
45459,37,0,5,0,0,0,42
45460,37,0,5,0,0,0,42
45461,37,0,5,0,0,0,42
45462,37,0,5,0,0,0,42
45463,37,0,5,0,0,0,42
45464,37,0,5,0,0,0,42
45465,37,0,5,0,0,0,42
45466,37,0,5,0,0,0,42
45467,37,0,5,0,0,0,42
45468,37,0,5,0,0,0,42
45469,37,0,5,0,0,0,42
45470,37,0,5,0,0,0,42
45471,37,0,5,0,0,0,42
45472,37,0,5,0,0,0,42
45473,37,0,5,0,0,0,42
45474,37,0,5,0,0,0,42
45475,37,0,5,0,0,0,42
45476,37,0,6,0,0,0,43
45477,37,0,6,0,0,0,43
45478,37,0,6,0,0,0,43
45479,37,0,6,0,0,0,43
45480,37,0,6,0,0,0,43
45481,37,0,6,0,0,0,43
45482,37,0,6,0,0,0,43
45483,37,0,6,0,0,0,43
45484,37,0,6,0,0,0,43
45485,37,0,6,0,0,0,43
45486,37,0,6,0,0,0,43
45487,37,0,6,0,0,0,43
45488,37,0,6,0,0,0,43
45489,37,0,6,0,0,0,43
45490,37,0,6,0,0,0,43
45491,37,0,6,0,0,0,43
45492,37,0,6,0,0,0,43
45493,37,0,5,0,0,0,42
45494,37,0,5,0,0,0,42
45495,37,0,5,0,0,0,42
45496,37,0,5,0,0,0,42
45497,37,0,5,0,0,0,42
45498,37,0,5,0,0,0,42
45499,37,0,5,0,0,0,42
45500,37,0,5,0,0,0,42
45501,37,0,5,0,0,0,42
45502,36,0,5,0,0,0,41
45503,36,0,5,0,0,0,41
45504,36,0,5,0,0,0,41
45505,35,0,5,0,0,0,40
45506,34,0,5,0,0,0,39
45507,34,0,5,0,0,0,39
45508,34,0,5,0,0,0,39
45509,34,0,5,0,0,0,39
45510,34,0,5,0,0,0,39
45511,34,0,5,0,0,0,39
45512,34,0,5,0,0,0,39
45513,34,0,5,0,0,0,39
45514,34,0,4,0,0,0,38
45515,34,0,4,0,0,0,38
45516,40,0,4,0,0,0,44
45517,40,0,4,0,0,0,44
45518,40,0,4,0,0,0,44
45519,40,0,4,0,0,0,44
45520,40,0,4,0,0,0,44
45521,40,0,4,0,0,0,44
45522,40,0,4,0,0,0,44
45523,40,0,4,0,0,0,44
45524,40,0,4,0,0,0,44
45525,40,0,4,0,0,0,44
45526,40,0,4,0,0,0,44
45527,40,0,4,0,0,0,44
45528,39,0,4,0,0,0,43
45529,39,0,4,0,0,0,43
45530,39,0,4,0,0,0,43
45531,39,0,4,0,0,0,43
45532,39,0,4,0,0,0,43
45533,39,0,4,0,0,0,43
45534,39,0,4,0,0,0,43
45535,39,0,4,0,0,0,43
45536,39,0,4,0,0,0,43
45537,39,0,4,0,0,0,43
45538,39,0,4,0,0,0,43
45539,39,0,4,0,0,0,43
45540,39,0,4,0,0,0,43
45541,39,0,4,0,0,0,43
45542,38,0,5,0,0,0,43
45543,38,0,5,0,0,0,43
45544,37,0,5,0,0,0,42
45545,37,0,5,0,0,0,42
45546,37,0,5,0,0,0,42
45547,37,0,5,0,0,0,42
45548,37,0,4,0,0,0,41
45549,37,0,4,0,0,0,41
45550,37,0,4,0,0,0,41
45551,37,0,4,0,0,0,41
45552,37,0,4,0,0,0,41
45553,37,0,4,0,0,0,41
45554,37,0,4,0,0,0,41
45555,36,0,4,0,0,0,40
45556,36,0,4,0,0,0,40
45557,36,0,4,0,0,0,40
45558,36,0,4,0,0,0,40
45559,36,0,4,0,0,0,40
45560,36,0,4,0,0,0,40
45561,36,0,4,0,0,0,40
45562,36,0,4,0,0,0,40
45563,35,0,4,0,0,0,39
45564,35,0,4,0,0,0,39
45565,35,0,4,0,0,0,39
45566,35,0,4,0,0,0,39
45567,35,0,4,0,0,0,39
45568,35,0,4,0,0,0,39
45569,35,0,4,0,0,0,39
45570,35,0,4,0,0,0,39
45571,35,0,4,0,0,0,39
45572,35,0,4,0,0,0,39
45573,35,0,4,0,0,0,39
45574,35,0,4,0,0,0,39
45575,35,0,4,0,0,0,39
45576,35,0,4,0,0,0,39
45577,35,0,4,0,0,0,39
45578,35,0,4,0,0,0,39
45579,35,0,4,0,0,0,39
45580,35,0,4,0,0,0,39
45581,35,0,4,0,0,0,39
45582,35,0,4,0,0,0,39
45583,35,0,4,0,0,0,39
45584,35,0,4,0,0,0,39
45585,35,0,4,0,0,0,39
45586,35,0,4,0,0,0,39
45587,35,0,4,0,0,0,39
45588,35,0,4,0,0,0,39
45589,35,0,4,0,0,0,39
45590,35,0,4,0,0,0,39
45591,35,0,4,0,0,0,39
45592,35,0,4,0,0,0,39
45593,35,0,4,0,0,0,39
45594,35,0,4,0,0,0,39
45595,35,0,4,0,0,0,39
45596,35,0,4,0,0,0,39
45597,35,0,4,0,0,0,39
45598,35,0,4,0,0,0,39
45599,35,0,4,0,0,0,39
45600,35,0,4,0,0,0,39
45601,35,0,4,0,0,0,39
45602,35,0,4,0,0,0,39
45603,35,0,4,0,0,0,39
45604,35,0,4,0,0,0,39
45605,35,0,4,0,0,0,39
45606,35,0,4,0,0,0,39
45607,35,0,4,0,0,0,39
45608,35,0,5,0,0,0,40
45609,34,0,5,0,0,0,39
45610,34,0,5,0,0,0,39
45611,34,0,5,0,0,0,39
45612,34,0,5,0,0,0,39
45613,34,0,5,0,0,0,39
45614,34,0,5,0,0,0,39
45615,34,0,5,0,0,0,39
45616,34,0,5,0,0,0,39
45617,34,0,5,0,0,0,39
45618,35,0,5,0,0,0,40
45619,35,0,5,0,0,0,40
45620,35,0,5,0,0,0,40
45621,35,0,5,0,0,0,40
45622,35,0,5,0,0,0,40
45623,35,0,5,0,0,0,40
45624,35,0,5,0,0,0,40
45625,35,0,5,0,0,0,40
45626,35,0,5,0,0,0,40
45627,35,0,5,0,0,0,40
45628,35,0,5,0,0,0,40
45629,35,0,5,0,0,0,40
45630,35,0,5,0,0,0,40
45631,35,0,5,0,0,0,40
45632,35,0,5,0,0,0,40
45633,35,0,5,0,0,0,40
45634,35,0,5,0,0,0,40
45635,35,0,5,0,0,0,40
45636,35,0,5,0,0,0,40
45637,35,0,5,0,0,0,40
45638,35,0,5,0,0,0,40
45639,35,0,5,0,0,0,40
45640,35,0,5,0,0,0,40
45641,35,0,5,0,0,0,40
45642,35,0,5,0,0,0,40
45643,35,0,5,0,0,0,40
45644,35,0,5,0,0,0,40
45645,35,0,5,0,0,0,40
45646,35,0,5,0,0,0,40
45647,35,0,5,0,0,0,40
45648,35,0,5,0,0,0,40
45649,35,0,5,0,0,0,40
45650,35,0,5,0,0,0,40
45651,35,0,5,0,0,0,40
45652,35,0,5,0,0,0,40
45653,35,0,5,0,0,0,40
45654,35,0,5,0,0,0,40
45655,35,0,5,0,0,0,40
45656,35,0,5,0,0,0,40
45657,35,0,5,0,0,0,40
45658,35,0,5,0,0,0,40
45659,35,0,5,0,0,0,40
45660,35,0,5,0,0,0,40
45661,35,0,5,0,0,0,40
45662,35,0,5,0,0,0,40
45663,35,0,5,0,0,0,40
45664,35,0,5,0,0,0,40
45665,35,0,5,0,0,0,40
45666,35,0,5,0,0,0,40
45667,35,0,5,0,0,0,40
45668,35,0,5,0,0,0,40
45669,35,0,5,0,0,0,40
45670,35,0,5,0,0,0,40
45671,35,0,5,0,0,0,40
45672,35,0,5,0,0,0,40
45673,35,0,5,0,0,0,40
45674,35,0,6,0,0,0,41
45675,35,0,6,0,0,0,41
45676,35,0,6,0,0,0,41
45677,35,0,6,0,0,0,41
